"Player","Team","Pos","GP","W%","CTR%","K","D","A","KDA","KP","KS%","DTH%","FB%","GD10","XPD10","CSD10","CSPM","CS%P15","DPM","DMG%","D%P15","EGPM","GOLD%","STL","WPM","CWPM","WCPM"
"Kramer","Kwangdong Freecs","ADC",46,"54%","59%",121,63,230,5.6,"65.7%","22.7%","13.1%","9%",-141,-64,-4.1,9.3,"29.5%",471,"25.1%",,279,"24.0%",,0.49,0.13,0.32
"Kuro","Kwangdong Freecs","Middle",46,"54%","57%",161,98,204,3.7,"68.4%","30.1%","20.3%","20%",-31,93,0.2,8.7,"25.2%",483,"26.3%",,268,"23.0%",,0.56,0.13,0.25
"Kuzan","Jin Air Green Wings","Middle",44,"32%","50%",136,96,186,3.4,"64.8%","27.4%","16.3%","20%",14,-21,2.7,8.7,"26.6%",485,"25.7%",,254,"23.8%",,0.55,0.12,0.23
"Lindarang","ROX Tigers","Top",19,"32%","53%",27,51,98,2.5,"60.4%","13.0%","19.0%","21%",-48,-96,-3.6,7.5,"22.9%",341,"19.6%",,219,"20.4%",,0.6,0.16,0.09
"MaHa","MVP","ADC",45,"51%","40%",126,104,232,3.4,"67.8%","23.9%","16.5%","22%",-188,-196,-4.9,8.6,"28.2%",481,"24.3%",,265,"23.4%",,0.35,0.07,0.19
"MaRin","Kwangdong Freecs","Top",46,"54%","43%",94,109,242,3.1,"62.9%","17.6%","22.6%","15%",-11,104,3.6,9,"27.7%",422,"23.2%",,261,"22.7%",,0.5,0.06,0.12
"Mata","KT Rolster","Support",44,"66%","43%",33,101,333,3.6,"62.0%","5.6%","20.7%","30%",75,66,-1.7,0.8,"3.1%",182,"8.7%",,140,"11.5%",,1.61,0.46,0.47
"Max","MVP","Support",45,"51%","56%",58,122,301,2.9,"68.0%","11.0%","19.4%","22%",60,188,4.5,1.3,"4.9%",212,"10.9%",,147,"12.7%",,1.21,0.24,0.37
"Mickey","ROX Tigers","Middle",47,"45%","51%",207,155,208,2.7,"74.1%","37.0%","24.8%","19%",61,-131,2,9.3,"29.0%",565,"29.9%",,290,"25.4%",,0.58,0.15,0.19
"Mightybear","ROX Tigers","Jungle",16,"63%","63%",43,36,98,3.9,"65.3%","19.9%","19.0%","19%",-43,-87,0.2,4.9,"14.1%",304,"15.0%",,223,"18.2%",,0.95,0.25,0.35
"Mowgli","Kwangdong Freecs","Jungle",9,"67%","56%",24,20,45,3.5,"61.1%","21.2%","24.1%","11%",-220,-67,4,5.2,"14.3%",265,"14.3%",,218,"18.2%",,0.94,0.28,0.49
"Part","bbq Olivers","Top",3,"33%","33%",2,8,11,1.6,"72.2%","11.1%","25.8%","0%",-513,-582,-16,6.6,"23.1%",361,"22.7%",,177,"20.0%",,0.34,0.1,0.13
"PawN","KT Rolster","Middle",44,"66%","52%",154,108,211,3.4,"61.9%","26.1%","22.1%","27%",7,132,-1.2,8.7,"27.3%",510,"24.1%",,276,"23.2%",,0.5,0.14,0.23
"Peanut","SK Telecom T1","Jungle",36,"72%","44%",133,65,199,5.1,"65.0%","26.0%","20.4%","39%",133,45,0,5.3,"15.1%",294,"13.7%",,242,"19.2%",,0.72,0.12,0.38
"PraY","Longzhu Gaming","ADC",45,"44%","38%",129,110,195,2.9,"64.7%","25.7%","19.3%","24%",148,4,5.7,9.2,"28.3%",526,"26.9%",,274,"24.2%",,0.44,0.09,0.2
"Profit","SK Telecom T1","Top",9,"78%","11%",18,10,69,8.7,"69.6%","14.4%","18.2%","0%",-62,-93,0.2,8.6,"25.6%",429,"21.3%",,255,"20.8%",,0.54,0.08,0.11
"Punch","Kongdoo Monster","Jungle",45,"27%","49%",95,135,175,2,"70.1%","24.7%","23.7%","29%",18,-17,-2.6,4.4,"12.4%",237,"13.8%",,190,"17.9%",,1.01,0.28,0.48
"Raise","Jin Air Green Wings","Jungle",7,"57%","43%",13,16,32,2.8,"63.4%","18.3%","26.2%","43%",-62,-154,-5.3,4.3,"13.5%",243,"15.2%",,208,"18.2%",,1,0.35,0.43
"Roach","Kongdoo Monster","Top",45,"27%","64%",53,121,169,1.8,"57.7%","13.8%","21.2%","9%",-121,-14,-4.4,8,"24.4%",315,"18.7%",,217,"20.8%",,0.54,0.09,0.13
"Ruler","Samsung Galaxy","ADC",34,"74%","59%",107,51,159,5.2,"64.4%","25.9%","17.1%","12%",33,53,-1.3,9,"27.4%",486,"24.0%",,286,"23.4%",,0.38,0.13,0.21
"Sangyoon","ROX Tigers","ADC",47,"45%","55%",136,89,239,4.2,"67.0%","24.3%","14.2%","19%",-155,-21,-6.6,8.9,"29.2%",463,"23.8%",,270,"23.8%",,0.37,0.12,0.16
"Score","KT Rolster","Jungle",44,"66%","50%",167,90,243,4.6,"69.5%","28.3%","18.4%","48%",103,-5,-1.5,5,"14.9%",331,"15.6%",,237,"19.8%",,0.74,0.21,0.38
"Secret","Kongdoo Monster","Support",4,"25%","75%",1,15,24,1.7,"71.4%","2.9%","27.8%","25%",-32,-84,-0.3,0.6,"2.3%",130,"9.8%",,108,"10.0%",,1.54,0.39,0.43
"SeongHwan","ROX Tigers","Jungle",31,"35%","55%",69,98,164,2.4,"67.7%","20.1%","22.4%","39%",3,-84,-0.3,4.4,"13.1%",306,"16.6%",,194,"17.9%",,0.91,0.31,0.4
"Shy","ROX Tigers","Top",28,"54%","54%",45,57,163,3.6,"58.9%","12.7%","16.0%","14%",159,46,2.6,8.6,"25.4%",363,"18.9%",,251,"21.3%",,0.48,0.07,0.09
"Smeb","KT Rolster","Top",44,"66%","34%",116,110,252,3.3,"62.4%","19.7%","22.5%","32%",124,31,2.2,8.5,"26.5%",497,"23.7%",,263,"22.1%",,0.54,0.1,0.13
"SnowFlower","Jin Air Green Wings","Support",44,"32%","59%",40,146,299,2.3,"68.2%","8.0%","24.7%","25%",1,-108,-0.2,1,"3.3%",211,"11.0%",,126,"11.3%",,1.42,0.47,0.44
"SoHwan","Jin Air Green Wings","Top",12,"50%","42%",24,34,64,2.6,"62.0%","16.9%","25.2%","17%",11,9,1.1,8.1,"25.2%",477,"24.0%",,242,"21.1%",,0.56,0.1,0.13
"Spirit","Kwangdong Freecs","Jungle",37,"51%","49%",99,82,197,3.6,"70.3%","23.5%","20.6%","32%",-39,117,0.3,4.9,"14.6%",278,"15.4%",,219,"18.9%",,0.94,0.32,0.41
"Ssol","Kongdoo Monster","ADC",45,"27%","58%",104,99,167,2.7,"70.4%","27.0%","17.4%","20%",9,73,-1.2,9.7,"31.4%",505,"29.2%",,271,"25.7%",,0.32,0.06,0.22
"Stitch","Samsung Galaxy","ADC",8,"63%","25%",14,13,42,4.3,"58.9%","14.7%","16.0%","0%",29,-84,0.6,8.7,"26.2%",381,"20.8%",,260,"22.3%",,0.34,0.08,0.25
"Teddy","Jin Air Green Wings","ADC",44,"32%","48%",131,82,214,4.2,"69.4%","26.4%","13.9%","16%",12,105,3.6,9.8,"31.8%",522,"27.5%",,281,"26.1%",,0.45,0.09,0.23
"Tempt","bbq Olivers","Middle",44,"36%","57%",149,92,161,3.4,"70.9%","34.1%","19.4%","16%",39,7,3.3,9.1,"28.5%",483,"26.3%",,266,"24.6%",,0.53,0.16,0.18
"Totoro","bbq Olivers","Support",44,"36%","41%",26,88,282,3.5,"70.5%","5.9%","18.5%","9%",-98,-115,-1.3,0.8,"2.9%",202,"11.3%",,123,"11.1%",,1.5,0.36,0.42
"TusiN","Kwangdong Freecs","Support",46,"54%","48%",35,110,329,3.3,"68.2%","6.6%","22.8%","11%",-23,-51,0.4,0.9,"3.0%",186,"10.2%",,136,"11.5%",,1.58,0.4,0.44
"UmTi","Jin Air Green Wings","Jungle",37,"27%","59%",104,129,178,2.2,"66.2%","24.4%","24.4%","41%",-156,-80,-2.2,4.9,"14.8%",286,"15.2%",,198,"18.4%",,0.86,0.21,0.42
"Wolf","SK Telecom T1","Support",42,"76%","62%",31,76,390,5.5,"65.8%","4.8%","20.2%","12%",61,133,0.1,1.1,"3.8%",225,"10.2%",,149,"11.6%",,1.28,0.38,0.6
"Wraith","Samsung Galaxy","Support",7,"71%","100%",4,18,51,3.1,"59.8%","4.3%","26.1%","29%",-208,-179,2,1,"3.0%",118,"6.7%",,120,"10.0%",,1.39,0.48,0.47
