"Player","Team","Pos","GP","W%","CTR%","K","D","A","KDA","KP","KS%","DTH%","FB%","GD10","XPD10","CSD10","CSPM","CS%P15","DPM","DMG%","D%P15","EGPM","GOLD%","STL","WPM","CWPM","WCPM"
"ikssu","Kwangdong Freecs","Top",46,"52%",,79,128,277,2.8,"69.3%","15.4%","24.9%","24%",-68,-82,-4,7.1,"23.2%",380,"20.3%",,232,"19.9%",,0.5,0.09,0.18
"Kramer","CJ Entus","ADC",46,"41%",,170,71,175,4.9,"76.5%","37.7%","13.4%","17%",-39,58,-0.5,9.6,"32.9%",617,"33.1%",,295,"27.2%",,0.62,0.08,0.38
"Kuro","ROX Tigers","Middle",41,"83%",,161,60,268,7.2,"68.8%","25.8%","16.7%","41%",120,42,-2.4,8.3,"25.8%",530,"25.4%",,296,"23.0%",,0.58,0.1,0.24
"Kuzan","Jin Air Green Wings","Middle",42,"55%",,117,72,195,4.3,"73.2%","27.5%","20.1%","29%",99,97,6.2,8.6,"26.7%",493,"27.9%",,257,"23.3%",,0.64,0.09,0.28
"Lira","Kwangdong Freecs","Jungle",46,"52%",,109,106,270,3.6,"73.7%","21.2%","20.6%","35%",6,-34,-0.4,4.9,"16.1%",340,"18.0%",,237,"20.2%",,0.7,0.15,0.6
"MadLife","CJ Entus","Support",46,"41%",,25,98,327,3.6,"78.0%","5.5%","18.5%","26%",-9,-13,-0.3,1,"3.7%",114,"6.5%",,120,"10.9%",,1.17,0.28,0.39
"Mickey","Kwangdong Freecs","Middle",46,"52%",,127,109,232,3.3,"69.8%","24.7%","21.2%","30%",89,6,0.1,8.9,"27.6%",504,"26.7%",,285,"24.1%",,0.55,0.11,0.22
"Nuclear","SBENU Korea","ADC",41,"22%",,90,76,122,2.8,"73.6%","31.3%","14.7%","17%",-29,-120,-1.4,9.3,"31.4%",413,"24.5%",,259,"25.5%",,0.42,0.11,0.34
"Peanut","ROX Tigers","Jungle",41,"83%",,152,76,311,6.1,"74.2%","24.4%","21.2%","66%",193,68,0,4.4,"14.3%",388,"18.8%",,253,"19.6%",,0.58,0.13,0.56
"Pilot","Jin Air Green Wings","ADC",42,"55%",,127,58,187,5.4,"73.7%","29.8%","16.2%","24%",-6,8,-0.6,8.7,"28.3%",455,"25.4%",,266,"23.9%",,0.42,0.05,0.24
"PraY","ROX Tigers","ADC",41,"83%",,148,66,278,6.5,"68.3%","23.7%","18.4%","37%",117,-97,1.1,9,"29.0%",537,"25.8%",,303,"23.4%",,0.5,0.05,0.23
"Pure","Longzhu Gaming","Support",39,"49%",,18,66,263,4.3,"72.1%","4.6%","17.6%","36%",-35,-63,-2.3,1.1,"4.1%",112,"5.8%",,127,"10.8%",,1.41,0.34,0.47
"Roach","e-mFire","Top",4,"0%",,6,15,12,1.2,"69.2%","23.1%","24.6%","50%",-128,-500,-9.5,6.7,"27.0%",300,"22.2%",,215,"23.5%",,0.53,0.11,0.07
"Roach","Kongdoo Monster","Top",3,"33%",,3,9,3,0.7,"40.0%","20.0%","28.1%","33%",-627,-526,-20.7,8.6,"29.3%",378,"18.6%",,254,"24.5%",,0.58,0.12,0.16
"Sangyoon","Kwangdong Freecs","ADC",46,"52%",,171,73,213,5.3,"74.7%","33.3%","14.2%","28%",11,-4,0.7,9.2,"29.3%",523,"27.5%",,293,"24.7%",,0.45,0.08,0.24
"SaSin","SBENU Korea","Middle",41,"22%",,79,107,140,2,"76.0%","27.4%","20.7%","24%",-150,-72,-3.6,8.6,"26.9%",528,"31.5%",,242,"23.9%",,0.59,0.13,0.28
"Score","KT Rolster","Jungle",43,"67%",,135,92,291,4.6,"76.8%","24.3%","20.1%","44%",72,126,1.2,4.6,"14.5%",369,"18.8%",,238,"20.2%",,0.73,0.14,0.6
"Scout","SK Telecom T1","Middle",1,"0%",,1,2,1,1,"100.0%","50.0%","25.0%","0%",-86,-121,-5,8.1,"23.4%",379,"25.3%",,248,"23.5%",,0.65,0.1,0.3
"Secret","SBENU Korea","Support",41,"22%",,16,103,194,2,"72.9%","5.6%","20.0%","20%",3,123,1,1,"3.3%",109,"6.7%",,104,"10.2%",,1.42,0.26,0.32
"Skyyy","CJ Entus","Middle",24,"42%",,49,59,115,2.8,"69.8%","20.9%","23.0%","17%",-96,-111,-2.8,8.8,"27.8%",462,"25.9%",,260,"23.7%",,0.55,0.1,0.19
"Smeb","ROX Tigers","Top",41,"83%",,141,77,277,5.4,"67.0%","22.6%","21.4%","34%",185,198,4.9,8,"26.7%",507,"24.4%",,294,"22.6%",,0.49,0.07,0.14
"SnowFlower","Kwangdong Freecs","Support",46,"52%",,28,98,371,4.1,"77.6%","5.4%","19.1%","35%",62,77,-1.4,1.1,"3.9%",141,"7.5%",,132,"11.2%",,1.17,0.23,0.45
"SoaR","SBENU Korea","Top",10,"20%",,11,30,52,2.1,"65.6%","11.5%","21.4%","20%",34,159,5.3,7.3,"25.4%",309,"16.9%",,220,"21.3%",,0.49,0.07,0.17
"SoHwan","Jin Air Green Wings","Top",1,"0%",,0,4,1,0.3,"25.0%","0.0%","23.5%","0%",-678,-559,-16,6.6,"31.5%",198,"13.4%",,156,"21.0%",,0.57,0.13,0.09
"Soul","SBENU Korea","Top",31,"23%",,39,75,89,1.7,"66.7%","20.3%","19.9%","19%",-133,-191,-3.2,7.3,"25.0%",334,"21.6%",,215,"21.7%",,0.53,0.1,0.19
"Ssol","e-mFire","ADC",18,"17%",,43,32,54,3,"74.6%","33.1%","13.8%","33%",-36,-119,-3.3,8.5,"29.4%",447,"28.7%",,242,"25.1%",,0.45,0.05,0.4
"Ssol","Kongdoo Monster","ADC",25,"20%",,63,56,72,2.4,"68.9%","32.1%","16.8%","12%",-38,21,-0.2,9.3,"32.0%",550,"29.4%",,266,"25.7%",,0.47,0.07,0.35
"Ssumday","KT Rolster","Top",43,"67%",,124,104,279,3.9,"72.6%","22.3%","22.8%","26%",35,-71,-0.7,8.1,"28.1%",487,"24.9%",,273,"23.2%",,0.56,0.1,0.2
"Stitch","Samsung Galaxy","ADC",16,"50%",,44,33,62,3.2,"65.4%","27.2%","18.9%","6%",-240,-75,-5.3,8.8,"28.5%",462,"24.7%",,274,"23.9%",,0.42,0.05,0.3
"TrAce","Jin Air Green Wings","Top",41,"56%",,72,72,225,4.1,"70.4%","17.1%","21.1%","29%",14,24,-1.1,7.5,"24.8%",431,"24.2%",,242,"21.5%",,0.51,0.11,0.17
"Untara","CJ Entus","Top",46,"41%",,87,123,239,2.7,"72.3%","19.3%","23.2%","13%",3,74,3.6,7.4,"24.6%",332,"18.2%",,224,"20.9%",,0.53,0.07,0.17
"Winged","Jin Air Green Wings","Jungle",42,"55%",,83,70,232,4.5,"73.9%","19.5%","19.6%","40%",143,124,2,4.8,"16.0%",298,"16.7%",,228,"20.4%",,0.79,0.18,0.69
"Wolf","SK Telecom T1","Support",41,"63%",,15,71,321,4.7,"68.7%","3.1%","19.2%","17%",-41,-106,0.2,1.4,"4.7%",104,"5.1%",,133,"10.8%",,1.35,0.29,0.5
"Wraith","Samsung Galaxy","Support",44,"50%",,18,67,257,4.1,"68.6%","4.5%","15.8%","14%",-28,-111,1.3,1.1,"3.5%",79,"4.3%",,115,"9.9%",,1.57,0.34,0.47
"Zzus","Longzhu Gaming","Support",4,"50%",,1,9,19,2.2,"57.1%","2.9%","20.9%","0%",-100,-46,-2.3,1,"3.9%",115,"6.6%",,120,"9.9%",,1.19,0.3,0.37
