"Player","Team","Pos","GP","W%","CTR%","K","D","A","KDA","KP","KS%","DTH%","FB%","GD10","XPD10","CSD10","CSPM","CS%P15","DPM","DMG%","D%P15","EGPM","GOLD%","STL","WPM","CWPM","WCPM"
"DeuL","Ever8 Winners","ADC",41,"27%","46%",98,83,133,2.8,"63.6%","27.0%","17.2%","7%",-251,-131,-5.2,9.1,"29.2%",427,"26.6%",,261,"24.5%",,0.39,0.12,0.28
"Ella","Ever8 Winners","Support",29,"24%","38%",14,81,148,2,"60.7%","5.2%","23.3%","10%",-119,-77,2.8,1.3,"4.4%",123,"7.5%",,117,"10.6%",,1.42,0.45,0.33
"Faker","SK Telecom T1","Middle",41,"63%","39%",120,86,174,3.4,"65.3%","26.7%","19.3%","17%",48,84,4.1,9.5,"27.2%",503,"27.1%",,292,"24.2%",,0.32,0.1,0.26
"Ghost","bbq Olivers","ADC",45,"29%","56%",115,89,137,2.8,"68.1%","31.1%","19.1%","18%",-32,-45,-1.3,9.4,"30.3%",467,"27.3%",,267,"25.2%",,0.45,0.17,0.27
"GorillA","Longzhu Gaming","Support",44,"70%","52%",47,98,361,4.2,"67.0%","7.7%","24.0%","25%",75,105,1,1.1,"3.6%",209,"10.0%",,143,"11.6%",,1.4,0.38,0.38
"Hachani","Ever8 Winners","Jungle",2,"0%","50%",2,9,8,1.1,"62.5%","12.5%","25.0%","0%",-233,-128,-16.5,3.5,"12.0%",175,"11.6%",,154,"16.3%",,1.02,0.35,0.51
"Hachani","Ever8 Winners","Support",12,"33%","33%",7,31,58,2.1,"67.7%","7.3%","23.0%","17%",-179,-325,-0.2,0.9,"2.8%",134,"8.9%",,109,"10.2%",,1.32,0.44,0.36
"Haru","Samsung Galaxy","Jungle",7,"57%","29%",14,13,17,2.4,"57.4%","25.9%","21.0%","29%",197,117,4.9,5,"14.0%",229,"15.3%",,210,"17.9%",,0.96,0.31,0.45
"Helper","Ever8 Winners","Top",21,"24%","48%",25,55,101,2.3,"63.0%","12.5%","20.9%","33%",-267,-258,-10.1,7.4,"22.6%",330,"19.9%",,214,"20.2%",,0.57,0.18,0.11
"Huni","SK Telecom T1","Top",16,"44%","63%",34,55,49,1.5,"55.7%","22.8%","26.2%","6%",-203,-117,-1.8,9,"27.9%",477,"26.3%",,261,"23.2%",,0.46,0.06,0.11
"Ian","MVP","Middle",42,"31%","45%",106,90,175,3.1,"72.4%","27.3%","17.2%","10%",-165,-90,-3.2,8.7,"26.7%",518,"28.3%",,256,"23.7%",,0.46,0.14,0.3
"ikssu","Jin Air Green Wings","Top",21,"48%","52%",45,49,87,2.7,"66.0%","22.5%","22.8%","24%",147,277,5.3,8.2,"25.1%",419,"23.6%",,246,"21.9%",,0.58,0.18,0.11
"Key","ROX Tigers","Support",44,"39%","52%",25,120,307,2.8,"79.0%","6.0%","22.3%","23%",76,-36,1,1.3,"4.3%",147,"8.7%",,133,"11.9%",,1.47,0.37,0.47
"Khan","Longzhu Gaming","Top",43,"72%","51%",136,96,255,4.1,"64.7%","22.5%","24.6%","23%",116,49,1.3,9.1,"29.1%",516,"25.3%",,289,"23.3%",,0.57,0.13,0.14
"Kiin","Ever8 Winners","Top",20,"30%","45%",37,41,63,2.4,"61.3%","22.7%","18.6%","15%",-84,13,-1.6,8.7,"26.3%",378,"24.5%",,243,"22.7%",,0.54,0.12,0.17
"Kramer","Kwangdong Freecs","ADC",48,"56%","42%",153,75,193,4.6,"65.3%","28.9%","14.6%","6%",-120,-53,-3.1,9.9,"31.2%",527,"27.0%",,303,"25.5%",,0.46,0.1,0.36
"Kuro","Kwangdong Freecs","Middle",48,"56%","69%",155,93,231,4.2,"72.8%","29.2%","18.1%","23%",-103,-47,-4.9,8.5,"24.9%",541,"27.9%",,266,"22.9%",,0.53,0.13,0.29
"Kuzan","Jin Air Green Wings","Middle",42,"50%","50%",86,76,192,3.7,"68.3%","21.1%","16.7%","31%",182,161,6.5,9,"26.4%",495,"26.2%",,265,"23.1%",,0.55,0.16,0.27
"Lava","ROX Tigers","Middle",21,"38%","52%",56,49,77,2.7,"75.1%","31.6%","20.9%","19%",-143,-230,-4.6,8.6,"25.9%",494,"29.0%",,252,"23.5%",,0.56,0.13,0.18
"Lindarang","ROX Tigers","Top",33,"39%","61%",60,93,154,2.3,"64.7%","18.1%","22.7%","21%",-213,-131,-5.9,7.9,"24.7%",340,"19.7%",,229,"20.9%",,0.56,0.11,0.09
"MaHa","MVP","ADC",42,"31%","38%",106,80,164,3.4,"69.6%","27.3%","15.3%","19%",-57,-108,-2.8,9.5,"30.7%",490,"26.1%",,275,"25.1%",,0.35,0.09,0.32
"Malrang","Ever8 Winners","Jungle",39,"28%","67%",72,74,167,3.2,"68.9%","20.7%","16.6%","38%",-57,14,-0.2,4.6,"13.5%",238,"15.1%",,192,"18.0%",,1.05,0.34,0.37
"MaRin","Kwangdong Freecs","Top",48,"56%","38%",94,116,227,2.8,"60.6%","17.7%","22.6%","27%",50,119,3.3,9,"28.1%",415,"21.8%",,264,"22.4%",,0.5,0.05,0.11
"Mata","KT Rolster","Support",47,"66%","43%",32,88,407,5,"67.4%","4.9%","21.6%","19%",10,-5,-1.1,0.9,"3.0%",156,"8.0%",,137,"11.1%",,1.63,0.48,0.43
"Max","MVP","Support",42,"31%","62%",32,94,264,3.1,"76.3%","8.2%","17.9%","21%",53,104,-1.6,1.2,"4.3%",156,"9.1%",,138,"12.5%",,1.2,0.24,0.35
"Mickey","ROX Tigers","Middle",22,"41%","41%",58,64,110,2.6,"70.0%","24.2%","22.0%","18%",-131,-163,-3.3,8.9,"27.1%",493,"27.7%",,266,"23.7%",,0.56,0.12,0.2
"Mightybear","ROX Tigers","Jungle",20,"25%","55%",37,46,106,3.1,"73.3%","19.0%","17.2%","40%",-203,-190,-5.6,4.3,"13.0%",244,"14.8%",,186,"17.5%",,0.91,0.23,0.34
"Mowgli","Kwangdong Freecs","Jungle",6,"50%","67%",6,13,29,2.7,"63.6%","10.9%","21.3%","50%",-134,-174,-1.7,4,"11.0%",227,"12.2%",,186,"16.7%",,0.89,0.28,0.4
"PawN","KT Rolster","Middle",47,"66%","51%",161,74,282,6,"68.0%","24.7%","18.1%","17%",85,75,-1.7,8.7,"25.7%",474,"23.9%",,279,"22.8%",,0.57,0.16,0.21
"Peanut","SK Telecom T1","Jungle",24,"50%","50%",41,53,107,2.8,"65.8%","18.2%","20.2%","29%",-36,96,2.8,4.8,"14.1%",203,"12.1%",,209,"18.4%",,0.83,0.15,0.36
"PraY","Longzhu Gaming","ADC",44,"70%","52%",132,84,259,4.7,"64.2%","21.7%","20.6%","25%",143,35,3.1,9.5,"28.9%",519,"25.0%",,298,"24.1%",,0.44,0.08,0.28
"Raise","Jin Air Green Wings","Jungle",1,"0%","0%",2,5,5,1.4,"100.0%","28.6%","27.8%","0%",186,-145,18,3.6,"8.8%",142,"8.0%",,159,"16.2%",,1.47,0.53,0.39
"Rascal","Longzhu Gaming","Top",1,"0%","0%",1,2,3,2,"80.0%","20.0%","11.1%","0%",-120,-268,-7,9.1,"33.0%",476,"27.6%",,209,"24.8%",,0.59,0.19,0.16
"Ruler","Samsung Galaxy","ADC",44,"66%","55%",119,80,190,3.9,"70.7%","27.2%","20.5%","16%",100,83,3.8,9.8,"29.3%",549,"27.8%",,298,"24.8%",,0.43,0.17,0.34
"Sangyoon","ROX Tigers","ADC",44,"39%","61%",135,76,181,4.2,"75.2%","32.1%","14.1%","16%",-24,-34,-2.5,9.7,"31.6%",530,"29.8%",,288,"26.1%",,0.35,0.1,0.25
"Score","KT Rolster","Jungle",47,"66%","62%",140,66,327,7.1,"71.7%","21.5%","16.2%","53%",302,134,2.8,4.6,"13.5%",290,"14.7%",,228,"18.7%",,0.8,0.25,0.43
"SeongHwan","ROX Tigers","Jungle",24,"50%","54%",33,51,139,3.4,"76.4%","14.7%","18.8%","33%",-245,-275,-2,4.1,"11.5%",227,"12.9%",,188,"17.0%",,0.92,0.29,0.41
"Shy","ROX Tigers","Top",11,"36%","27%",14,37,35,1.3,"55.1%","15.7%","28.5%","18%",-207,-187,-6.1,8.6,"27.2%",322,"17.8%",,237,"21.6%",,0.48,0.06,0.11
"Smeb","KT Rolster","Top",47,"66%","49%",158,108,301,4.3,"70.5%","24.3%","26.5%","38%",310,180,5.7,8.8,"27.3%",480,"24.4%",,277,"22.8%",,0.53,0.12,0.14
"SnowFlower","Jin Air Green Wings","Support",42,"50%","57%",20,112,269,2.6,"71.0%","4.9%","24.6%","19%",-22,-51,-0.6,1.1,"3.7%",164,"8.9%",,138,"11.6%",,1.39,0.45,0.36
"SoHwan","Jin Air Green Wings","Top",21,"52%","62%",41,44,100,3.2,"68.1%","19.8%","18.3%","24%",108,201,7.7,8.7,"26.6%",416,"21.8%",,260,"22.0%",,0.58,0.16,0.13
"Spirit","Kwangdong Freecs","Jungle",42,"57%","33%",89,108,251,3.1,"71.6%","18.7%","23.8%","50%",-20,64,0.1,4.4,"12.2%",274,"14.2%",,206,"17.5%",,1,0.35,0.48
"Teddy","Jin Air Green Wings","ADC",42,"50%","45%",119,79,161,3.5,"68.8%","29.2%","17.4%","17%",-33,27,-0.1,10.1,"32.6%",521,"28.0%",,299,"25.7%",,0.42,0.11,0.29
"Tempt","bbq Olivers","Middle",45,"29%","40%",95,86,157,2.9,"68.1%","25.7%","18.4%","16%",-26,-72,-0.9,9,"27.6%",478,"27.9%",,251,"24.0%",,0.51,0.16,0.16
"Totoro","bbq Olivers","Support",45,"29%","56%",14,90,227,2.7,"65.1%","3.8%","19.3%","16%",26,1,-0.3,1.2,"3.8%",123,"7.5%",,119,"11.1%",,1.42,0.38,0.36
"TusiN","Kwangdong Freecs","Support",48,"56%","50%",33,109,346,3.5,"71.5%","6.2%","21.2%","15%",-12,16,-1,1.2,"3.8%",182,"9.3%",,142,"11.8%",,1.54,0.39,0.38
"UmTi","Jin Air Green Wings","Jungle",41,"51%","44%",94,90,186,3.1,"70.0%","23.5%","20.6%","46%",74,68,-2.1,4.1,"11.5%",259,"14.4%",,203,"17.6%",,1,0.27,0.42
"Untara","SK Telecom T1","Top",25,"76%","64%",54,57,115,3,"56.1%","17.9%","24.3%","12%",-93,-37,-0.7,9,"25.3%",403,"21.3%",,270,"21.5%",,0.56,0.11,0.12
"Wolf","SK Telecom T1","Support",41,"63%","44%",31,93,282,3.4,"69.6%","6.9%","20.9%","32%",-71,-26,0.1,1.1,"3.7%",161,"8.8%",,134,"10.9%",,1.27,0.38,0.49
