MVP,K,D,A,KDA,KP,KS%,DTH%,FB%,GD10,XPD10,CSD10,CSPM,CS%P15,DPM,DMG%,EGPM,GOLD%,WPM,CWPM,WCPM
100.00,5.00,42.00,196.00,4.80,0.66,0.02,0.20,0.19,-84.00,-71.00,-6.20,1.70,0.05,118.00,0.07,132.00,0.11,1.68,0.47,0.31
600.00,92.00,85.00,190.00,3.30,0.62,0.20,0.23,0.17,17.00,20.00,0.90,9.10,0.24,448.00,0.26,271.00,0.23,0.55,0.22,0.30
300.00,31.00,23.00,80.00,4.80,0.62,0.17,0.18,0.17,-241.00,-116.00,-11.10,7.70,0.21,376.00,0.24,220.00,0.20,0.49,0.26,0.20
100.00,126.00,84.00,209.00,4.00,0.71,0.27,0.17,0.16,-73.00,-17.00,-1.40,9.40,0.30,420.00,0.25,299.00,0.26,0.52,0.20,0.38
300.00,27.00,124.00,301.00,2.60,0.70,0.06,0.25,0.13,-61.00,23.00,-1.70,1.80,0.06,150.00,0.09,125.00,0.11,1.64,0.49,0.36
0.00,13.00,100.00,139.00,1.50,0.67,0.06,0.23,0.23,4.00,-113.00,-3.10,1.20,0.04,166.00,0.11,89.00,0.09,1.79,0.59,0.32
0.00,23.00,100.00,240.00,2.60,0.66,0.06,0.23,0.24,-13.00,8.00,-0.20,1.40,0.05,120.00,0.08,101.00,0.09,1.55,0.50,0.40
600.00,113.00,103.00,157.00,2.60,0.59,0.25,0.27,0.26,-34.00,-29.00,-0.30,8.50,0.24,419.00,0.25,264.00,0.22,0.58,0.26,0.20
800.00,119.00,109.00,206.00,3.00,0.58,0.21,0.20,0.20,149.00,188.00,5.50,8.60,0.26,400.00,0.23,270.00,0.23,0.51,0.20,0.24
300.00,62.00,42.00,96.00,3.80,0.57,0.22,0.16,0.21,-122.00,-30.00,-5.40,8.40,0.26,362.00,0.23,264.00,0.24,0.41,0.17,0.21
0.00,31.00,23.00,80.00,4.80,0.67,0.19,0.15,0.16,-80.00,-90.00,-1.20,8.80,0.24,358.00,0.23,243.00,0.22,0.45,0.18,0.29
300.00,58.00,52.00,65.00,2.40,0.72,0.34,0.22,0.32,47.00,-85.00,-0.80,8.30,0.24,398.00,0.28,246.00,0.24,0.47,0.22,0.28
500.00,20.00,59.00,329.00,5.90,0.71,0.04,0.21,0.26,111.00,137.00,1.80,1.70,0.05,173.00,0.10,130.00,0.10,1.49,0.48,0.34
700.00,30.00,60.00,272.00,5.00,0.74,0.07,0.17,0.41,81.00,163.00,0.00,1.40,0.04,167.00,0.11,118.00,0.11,1.72,0.44,0.30
100.00,39.00,79.00,74.00,1.40,0.54,0.19,0.20,0.07,-175.00,-113.00,-3.20,7.80,0.24,310.00,0.22,219.00,0.22,0.54,0.23,0.14
200.00,61.00,91.00,126.00,2.10,0.74,0.24,0.19,0.37,-54.00,-90.00,-1.80,4.50,0.12,216.00,0.14,163.00,0.17,1.07,0.48,0.55
200.00,8.00,30.00,92.00,3.30,0.65,0.05,0.17,0.19,-98.00,-72.00,-4.10,1.30,0.04,130.00,0.08,99.00,0.09,1.87,0.59,0.43
300.00,114.00,81.00,222.00,4.10,0.67,0.23,0.15,0.13,-78.00,35.00,-3.70,8.70,0.25,366.00,0.22,261.00,0.23,0.58,0.26,0.23
100.00,132.00,63.00,258.00,6.20,0.67,0.23,0.14,0.09,-152.00,-18.00,-6.20,9.70,0.30,457.00,0.25,308.00,0.25,0.44,0.14,0.39
600.00,169.00,110.00,210.00,3.40,0.66,0.30,0.25,0.14,152.00,11.00,5.50,9.20,0.27,572.00,0.30,311.00,0.25,0.48,0.14,0.25
800.00,89.00,101.00,247.00,3.30,0.71,0.19,0.20,0.38,-18.00,20.00,2.50,5.40,0.15,211.00,0.13,203.00,0.18,0.76,0.35,0.64
300.00,63.00,76.00,209.00,3.60,0.70,0.16,0.23,0.46,-62.00,-100.00,-4.10,5.20,0.14,159.00,0.10,189.00,0.17,0.67,0.34,0.55
100.00,99.00,96.00,160.00,2.70,0.61,0.23,0.18,0.25,-46.00,48.00,0.40,9.70,0.32,393.00,0.26,292.00,0.27,0.49,0.16,0.41
700.00,128.00,128.00,185.00,2.40,0.62,0.25,0.24,0.35,-102.00,-90.00,-4.40,8.50,0.27,358.00,0.21,263.00,0.23,0.52,0.22,0.20
100.00,89.00,95.00,119.00,2.20,0.74,0.32,0.17,0.23,8.00,-45.00,0.30,10.00,0.35,437.00,0.29,295.00,0.30,0.50,0.21,0.43
500.00,141.00,59.00,170.00,5.30,0.77,0.35,0.16,0.43,101.00,-98.00,-0.70,10.40,0.35,489.00,0.32,327.00,0.29,0.55,0.21,0.55
300.00,116.00,62.00,137.00,4.10,0.64,0.29,0.14,0.21,-26.00,-43.00,2.10,10.00,0.34,461.00,0.29,297.00,0.28,0.33,0.11,0.34
400.00,51.00,96.00,198.00,2.60,0.70,0.14,0.23,0.46,-16.00,51.00,0.40,4.50,0.11,196.00,0.13,169.00,0.16,0.86,0.35,0.44
800.00,164.00,57.00,248.00,7.20,0.71,0.28,0.12,0.14,122.00,55.00,4.00,9.30,0.26,444.00,0.23,295.00,0.24,0.52,0.24,0.28
0.00,35.00,56.00,42.00,1.40,0.51,0.23,0.22,0.15,-119.00,-85.00,-2.70,8.50,0.28,324.00,0.23,242.00,0.24,0.45,0.13,0.16
100.00,31.00,129.00,234.00,2.10,0.62,0.07,0.25,0.30,-15.00,-84.00,3.00,1.60,0.05,149.00,0.10,106.00,0.10,1.58,0.49,0.44
200.00,67.00,52.00,105.00,3.30,0.58,0.23,0.19,0.17,121.00,42.00,-0.60,8.00,0.25,330.00,0.22,248.00,0.23,0.41,0.19,0.21
900.00,105.00,121.00,205.00,2.60,0.66,0.22,0.24,0.27,177.00,104.00,5.70,8.60,0.26,439.00,0.27,267.00,0.23,0.50,0.18,0.25
200.00,50.00,40.00,111.00,4.00,0.58,0.18,0.23,0.30,154.00,184.00,2.10,8.80,0.24,385.00,0.22,271.00,0.22,0.52,0.18,0.27
0.00,12.00,33.00,35.00,1.40,0.65,0.17,0.21,0.17,-4.00,-47.00,-1.10,8.10,0.26,292.00,0.20,214.00,0.23,0.54,0.25,0.14
600.00,84.00,57.00,270.00,6.20,0.72,0.17,0.20,0.50,142.00,244.00,4.50,5.50,0.13,230.00,0.14,208.00,0.17,0.75,0.46,0.49
400.00,151.00,49.00,145.00,6.00,0.65,0.33,0.13,0.16,0.00,28.00,4.10,10.80,0.34,511.00,0.30,332.00,0.28,0.45,0.17,0.44
200.00,57.00,33.00,107.00,5.00,0.73,0.25,0.17,0.25,137.00,66.00,0.40,8.90,0.27,476.00,0.29,269.00,0.24,0.54,0.26,0.27
0.00,26.00,135.00,301.00,2.40,0.58,0.05,0.24,0.20,-50.00,-59.00,1.30,1.20,0.04,125.00,0.08,105.00,0.09,1.50,0.49,0.27
0.00,20.00,30.00,43.00,2.10,0.63,0.20,0.19,0.31,-420.00,-358.00,-11.10,8.00,0.26,336.00,0.23,229.00,0.23,0.48,0.20,0.18
400.00,25.00,116.00,316.00,2.90,0.68,0.05,0.22,0.17,48.00,-10.00,1.00,1.30,0.04,150.00,0.09,110.00,0.10,1.60,0.51,0.37
600.00,134.00,106.00,233.00,3.50,0.65,0.24,0.19,0.22,119.00,34.00,4.70,8.50,0.24,406.00,0.24,260.00,0.23,0.54,0.25,0.23
700.00,173.00,42.00,183.00,8.50,0.72,0.35,0.15,0.31,133.00,-7.00,0.50,10.80,0.31,526.00,0.31,347.00,0.27,0.44,0.11,0.45
0.00,39.00,82.00,98.00,1.70,0.64,0.18,0.21,0.17,-142.00,-157.00,-3.60,8.40,0.24,357.00,0.25,220.00,0.22,0.48,0.23,0.19
