MVP,K,D,A,KDA,KP,KS%,DTH%,FB%,GD10,XPD10,CSD10,CSPM,CS%P15,DPM,DMG%,EGPM,GOLD%,WPM,CWPM,WCPM
200.00,20.00,132.00,301.00,2.40,0.66,0.04,0.29,0.23,63.00,104.00,0.60,1.90,0.06,145.00,0.08,144.00,0.12,1.87,0.53,0.45
0.00,2.00,67.00,94.00,1.40,0.64,0.01,0.25,0.18,-148.00,-191.00,-0.70,1.60,0.05,91.00,0.07,102.00,0.10,1.42,0.50,0.25
100.00,24.00,101.00,257.00,2.80,0.73,0.06,0.23,0.15,173.00,-4.00,3.10,1.90,0.06,113.00,0.08,135.00,0.12,1.65,0.49,0.41
700.00,115.00,74.00,192.00,4.10,0.60,0.23,0.21,0.30,72.00,-27.00,0.00,8.90,0.26,465.00,0.26,284.00,0.23,0.57,0.25,0.19
500.00,114.00,103.00,144.00,2.50,0.61,0.27,0.17,0.21,151.00,101.00,5.00,8.60,0.27,426.00,0.27,260.00,0.25,0.53,0.23,0.24
200.00,35.00,36.00,60.00,2.60,0.61,0.22,0.18,0.08,-92.00,74.00,0.70,8.80,0.28,409.00,0.26,273.00,0.24,0.45,0.23,0.23
400.00,51.00,44.00,77.00,2.90,0.74,0.29,0.19,0.14,-77.00,-110.00,-4.20,8.50,0.23,380.00,0.28,241.00,0.22,0.50,0.29,0.31
300.00,35.00,46.00,348.00,8.30,0.70,0.06,0.20,0.49,164.00,190.00,-0.50,1.90,0.05,161.00,0.10,150.00,0.12,1.58,0.43,0.38
100.00,28.00,112.00,253.00,2.50,0.74,0.07,0.24,0.27,-82.00,-59.00,0.60,1.60,0.05,114.00,0.08,123.00,0.11,1.62,0.47,0.22
0.00,33.00,66.00,53.00,1.30,0.57,0.22,0.21,0.21,-16.00,-3.00,-2.60,8.00,0.24,310.00,0.24,217.00,0.23,0.50,0.19,0.12
0.00,28.00,29.00,61.00,3.10,0.77,0.24,0.10,0.38,-212.00,-352.00,-9.70,4.60,0.12,166.00,0.13,154.00,0.16,0.86,0.40,0.52
100.00,29.00,87.00,313.00,3.90,0.67,0.06,0.24,0.27,-19.00,62.00,-0.10,1.70,0.05,105.00,0.06,128.00,0.11,1.73,0.52,0.33
0.00,4.00,49.00,57.00,1.20,0.62,0.04,0.26,0.25,-64.00,-142.00,0.20,2.00,0.07,109.00,0.08,108.00,0.11,1.62,0.48,0.44
200.00,129.00,61.00,206.00,5.50,0.70,0.27,0.14,0.15,8.00,-39.00,-0.90,10.10,0.30,450.00,0.26,306.00,0.26,0.39,0.13,0.43
600.00,101.00,82.00,127.00,2.80,0.65,0.29,0.27,0.17,126.00,-1.00,5.40,9.60,0.28,535.00,0.30,308.00,0.25,0.47,0.13,0.25
700.00,104.00,90.00,214.00,3.50,0.67,0.22,0.20,0.37,52.00,25.00,3.30,5.80,0.16,256.00,0.14,215.00,0.18,0.61,0.36,0.61
300.00,100.00,64.00,179.00,4.40,0.63,0.22,0.19,0.17,61.00,43.00,-6.90,8.60,0.24,379.00,0.21,270.00,0.22,0.59,0.34,0.31
100.00,48.00,94.00,207.00,2.70,0.67,0.13,0.20,0.32,14.00,16.00,-0.40,5.00,0.14,174.00,0.12,172.00,0.16,0.93,0.35,0.60
400.00,24.00,27.00,91.00,4.30,0.76,0.16,0.20,0.43,-16.00,-24.00,5.50,5.20,0.13,180.00,0.10,192.00,0.16,1.12,0.42,0.53
100.00,95.00,84.00,177.00,3.20,0.56,0.20,0.22,0.15,-161.00,-118.00,-7.80,8.20,0.24,376.00,0.21,261.00,0.22,0.58,0.23,0.22
200.00,50.00,34.00,72.00,3.60,0.70,0.29,0.15,0.25,29.00,87.00,-0.50,8.70,0.26,330.00,0.20,264.00,0.24,0.58,0.22,0.31
100.00,69.00,73.00,73.00,1.90,0.59,0.29,0.17,0.17,-50.00,4.00,0.50,9.90,0.32,447.00,0.31,276.00,0.28,0.42,0.20,0.43
900.00,149.00,69.00,144.00,4.20,0.77,0.39,0.15,0.27,-7.00,-52.00,-1.50,10.60,0.34,539.00,0.35,322.00,0.29,0.47,0.20,0.53
200.00,120.00,68.00,157.00,4.10,0.72,0.31,0.16,0.10,-64.00,7.00,-2.90,10.20,0.34,460.00,0.30,307.00,0.28,0.37,0.13,0.40
400.00,62.00,77.00,146.00,2.70,0.73,0.22,0.21,0.39,-48.00,22.00,-0.80,4.80,0.12,223.00,0.14,180.00,0.17,0.82,0.33,0.56
0.00,28.00,40.00,48.00,1.90,0.57,0.21,0.23,0.43,-130.00,-216.00,-3.10,4.40,0.11,202.00,0.13,155.00,0.15,0.84,0.45,0.48
700.00,122.00,76.00,221.00,4.50,0.71,0.25,0.17,0.07,-42.00,46.00,0.30,8.80,0.24,439.00,0.25,271.00,0.23,0.52,0.24,0.24
100.00,60.00,81.00,105.00,2.00,0.61,0.22,0.22,0.07,-136.00,-108.00,-2.80,8.10,0.25,412.00,0.25,238.00,0.23,0.50,0.18,0.16
200.00,22.00,125.00,277.00,2.40,0.70,0.05,0.22,0.24,-76.00,-111.00,-2.70,1.70,0.06,126.00,0.08,121.00,0.11,1.48,0.44,0.44
900.00,118.00,82.00,177.00,3.60,0.62,0.25,0.19,0.16,62.00,132.00,5.70,9.00,0.25,457.00,0.26,277.00,0.23,0.49,0.18,0.22
400.00,106.00,67.00,153.00,3.90,0.47,0.19,0.29,0.18,-36.00,-3.00,-1.60,8.90,0.24,345.00,0.20,275.00,0.22,0.50,0.17,0.21
800.00,128.00,45.00,283.00,9.10,0.75,0.23,0.20,0.62,221.00,162.00,1.10,5.50,0.14,294.00,0.17,221.00,0.17,0.92,0.47,0.47
700.00,161.00,46.00,179.00,7.40,0.67,0.32,0.13,0.23,24.00,-57.00,0.50,10.70,0.32,570.00,0.31,333.00,0.27,0.46,0.18,0.35
600.00,62.00,27.00,93.00,5.70,0.73,0.29,0.13,0.32,144.00,126.00,3.90,8.70,0.25,470.00,0.28,263.00,0.23,0.47,0.26,0.26
300.00,66.00,69.00,147.00,3.10,0.62,0.19,0.18,0.14,-61.00,-43.00,-0.70,8.50,0.26,349.00,0.23,254.00,0.23,0.49,0.18,0.25
400.00,30.00,76.00,316.00,4.60,0.72,0.06,0.20,0.31,78.00,46.00,2.20,1.90,0.06,127.00,0.07,143.00,0.12,1.68,0.51,0.37
0.00,42.00,65.00,99.00,2.20,0.66,0.20,0.22,0.18,145.00,-34.00,5.80,8.20,0.24,361.00,0.22,226.00,0.22,0.61,0.35,0.20
0.00,22.00,45.00,63.00,1.90,0.59,0.15,0.23,0.07,-61.00,77.00,4.70,5.00,0.14,206.00,0.13,174.00,0.16,0.79,0.37,0.53
300.00,143.00,37.00,179.00,8.70,0.59,0.26,0.16,0.41,198.00,33.00,6.30,10.60,0.30,464.00,0.27,331.00,0.26,0.42,0.12,0.40
0.00,55.00,78.00,97.00,1.90,0.66,0.24,0.20,0.24,-88.00,-120.00,-3.00,8.90,0.27,371.00,0.27,235.00,0.24,0.47,0.20,0.18
100.00,72.00,63.00,102.00,2.80,0.66,0.28,0.19,0.23,6.00,70.00,2.40,9.60,0.31,508.00,0.29,283.00,0.26,0.36,0.18,0.30
