MVP,K,D,A,KDA,KP,KS%,DTH%,FB%,GD10,XPD10,CSD10,CSPM,CS%P15,DPM,DMG%,EGPM,GOLD%,WPM,CWPM,WCPM
400.00,48.00,58.00,295.00,5.90,0.74,0.10,0.22,0.34,110.00,170.00,-0.10,1.70,0.06,178.00,0.11,128.00,0.11,1.37,0.43,0.43
200.00,89.00,103.00,166.00,2.50,0.61,0.21,0.25,0.24,-87.00,-99.00,-2.20,8.60,0.25,406.00,0.24,255.00,0.23,0.50,0.16,0.12
300.00,40.00,87.00,258.00,3.40,0.68,0.09,0.23,0.26,-24.00,-14.00,0.60,1.70,0.05,128.00,0.07,116.00,0.10,1.78,0.66,0.45
100.00,21.00,77.00,144.00,2.10,0.68,0.09,0.22,0.27,-2.00,40.00,-2.60,1.60,0.06,151.00,0.09,109.00,0.10,1.02,0.31,0.39
0.00,13.00,17.00,55.00,4.00,0.65,0.13,0.19,0.20,-144.00,-199.00,-4.80,4.60,0.12,195.00,0.11,165.00,0.15,0.79,0.50,0.60
200.00,19.00,88.00,179.00,2.30,0.64,0.06,0.22,0.18,-104.00,-72.00,-0.80,1.50,0.05,115.00,0.08,95.00,0.09,1.64,0.65,0.48
200.00,61.00,51.00,174.00,4.60,0.68,0.18,0.22,0.53,121.00,201.00,3.10,5.80,0.16,225.00,0.12,216.00,0.18,0.53,0.31,0.64
200.00,69.00,56.00,141.00,3.80,0.76,0.25,0.14,0.16,-55.00,-56.00,0.20,10.20,0.32,500.00,0.32,277.00,0.27,0.41,0.12,0.27
400.00,45.00,34.00,65.00,3.20,0.68,0.28,0.20,0.16,-3.00,-10.00,1.20,9.50,0.26,419.00,0.24,270.00,0.23,0.56,0.22,0.25
100.00,104.00,64.00,176.00,4.40,0.62,0.23,0.17,0.19,126.00,269.00,7.30,10.30,0.29,480.00,0.28,300.00,0.25,0.46,0.13,0.35
500.00,118.00,54.00,159.00,5.10,0.73,0.31,0.16,0.11,125.00,-36.00,3.00,10.70,0.32,569.00,0.34,315.00,0.28,0.44,0.20,0.43
400.00,136.00,53.00,153.00,5.50,0.69,0.33,0.13,0.27,74.00,106.00,1.10,10.40,0.31,511.00,0.30,310.00,0.27,0.38,0.11,0.28
700.00,72.00,71.00,194.00,3.70,0.73,0.20,0.23,0.47,180.00,253.00,4.60,5.20,0.13,222.00,0.12,197.00,0.17,0.37,0.26,0.57
800.00,61.00,97.00,242.00,3.10,0.72,0.15,0.23,0.51,52.00,4.00,0.30,4.70,0.12,182.00,0.11,177.00,0.16,0.78,0.42,0.52
700.00,95.00,60.00,185.00,4.70,0.64,0.22,0.16,0.29,80.00,62.00,2.70,9.40,0.27,476.00,0.26,281.00,0.24,0.50,0.15,0.18
100.00,52.00,76.00,139.00,2.50,0.61,0.17,0.19,0.16,-16.00,27.00,-0.70,9.00,0.26,350.00,0.23,247.00,0.24,0.52,0.17,0.16
500.00,66.00,62.00,191.00,4.10,0.71,0.18,0.22,0.33,48.00,82.00,3.30,5.10,0.13,207.00,0.13,190.00,0.17,0.69,0.39,0.53
300.00,101.00,67.00,187.00,4.30,0.62,0.22,0.25,0.12,-124.00,12.00,-3.80,8.90,0.25,407.00,0.23,269.00,0.23,0.53,0.15,0.20
700.00,76.00,55.00,282.00,6.50,0.77,0.16,0.20,0.46,-63.00,-207.00,-5.70,5.00,0.13,231.00,0.14,195.00,0.17,0.64,0.44,0.48
500.00,104.00,71.00,114.00,3.10,0.70,0.33,0.17,0.20,-49.00,-7.00,2.10,10.70,0.32,498.00,0.31,290.00,0.28,0.43,0.14,0.34
300.00,95.00,72.00,127.00,3.10,0.75,0.32,0.17,0.14,81.00,55.00,3.70,9.50,0.28,405.00,0.28,253.00,0.25,0.53,0.21,0.18
200.00,89.00,100.00,141.00,2.30,0.58,0.23,0.22,0.20,27.00,51.00,-1.30,9.40,0.27,419.00,0.24,273.00,0.24,0.47,0.15,0.15
400.00,44.00,81.00,150.00,2.40,0.78,0.18,0.24,0.25,-125.00,-116.00,-2.40,5.00,0.14,187.00,0.13,171.00,0.17,0.35,0.26,0.32
400.00,35.00,92.00,297.00,3.60,0.72,0.08,0.25,0.24,49.00,33.00,2.30,1.90,0.06,130.00,0.08,120.00,0.10,1.72,0.58,0.40
800.00,114.00,69.00,174.00,4.20,0.67,0.27,0.19,0.24,4.00,29.00,-0.10,9.50,0.27,442.00,0.24,279.00,0.24,0.50,0.20,0.19
300.00,55.00,89.00,167.00,2.50,0.74,0.18,0.24,0.46,-12.00,-14.00,-1.50,5.00,0.13,212.00,0.14,174.00,0.17,0.74,0.37,0.62
900.00,104.00,46.00,219.00,7.00,0.70,0.23,0.17,0.32,17.00,149.00,2.60,10.30,0.30,470.00,0.27,302.00,0.26,0.44,0.13,0.30
0.00,80.00,76.00,126.00,2.70,0.66,0.26,0.19,0.23,-7.00,6.00,1.20,9.10,0.25,381.00,0.26,243.00,0.23,0.45,0.18,0.16
