"Player","Team","Pos","GP","W%","CTR%","K","D","A","KDA","KP","KS%","DTH%","FB%","GD10","XPD10","CSD10","CSPM","CS%P15","DPM","DMG%","D%P15","EGPM","GOLD%","STL","WPM","CWPM","WCPM"
"Expession","Longzhu Gaming","Top",41,"39%",,72,86,186,3,"64.8%","18.1%","20.5%","20%",2,50,1.7,7.8,"27.1%",477,"22.8%",,241,"21.8%",,0.47,0.06,0.13
"Faker","SK Telecom T1","Middle",41,"68%",,162,85,205,4.3,"70.4%","31.1%","19.9%","24%",43,86,1.1,8.6,"26.2%",677,"29.4%",,281,"23.2%",,0.51,0.09,0.21
"Fly","KT Rolster","Middle",44,"66%",,128,78,284,5.3,"67.7%","21.0%","18.3%","30%",-91,30,-2.5,8.2,"25.7%",580,"28.1%",,255,"21.6%",,0.49,0.14,0.19
"Frozen","Longzhu Gaming","Middle",17,"59%",,36,30,82,3.9,"72.4%","22.1%","20.1%","18%",-69,-67,-4.5,8.2,"23.8%",595,"29.0%",,253,"21.3%",,0.47,0.12,0.16
"Fury","Longzhu Gaming","ADC",33,"42%",,91,55,140,4.2,"69.4%","27.3%","16.8%","21%",7,32,0.7,8.7,"28.2%",554,"26.4%",,266,"23.6%",,0.43,0.12,0.28
"Ghost","CJ Entus","ADC",2,"0%",,0,5,6,1.2,"85.7%","0.0%","19.2%","0%",-265,-472,-8.5,8.3,"31.5%",301,"22.0%",,207,"24.0%",,0.43,0.09,0.16
"GorillA","ROX Tigers","Support",40,"75%",,21,98,387,4.2,"69.2%","3.6%","23.2%","28%",1,-8,1.3,1,"3.5%",131,"5.8%",,136,"11.2%",,1.53,0.34,0.31
"Hachani","KT Rolster","Support",44,"66%",,39,113,407,3.9,"73.2%","6.4%","26.5%","32%",51,-23,0.7,1.1,"4.0%",130,"6.4%",,137,"11.5%",,1.35,0.33,0.38
"Haru","CJ Entus","Jungle",43,"28%",,105,127,182,2.3,"73.8%","27.0%","24.9%","37%",10,-45,0.8,4.4,"13.9%",306,"17.4%",,216,"20.2%",,0.74,0.19,0.43
"Helper","Samsung Galaxy","Top",3,"67%",,6,6,18,4,"58.5%","14.6%","14.6%","33%",78,353,4.7,7.4,"23.5%",478,"19.8%",,246,"20.6%",,0.48,0.08,0.1
"Ian","MVP","Middle",41,"44%",,124,79,170,3.7,"67.1%","28.3%","15.3%","17%",43,52,0.2,7.8,"24.6%",600,"29.2%",,244,"22.0%",,0.47,0.11,0.2
"ikssu","Kwangdong Freecs","Top",32,"53%",,73,80,192,3.3,"72.2%","19.9%","21.7%","25%",19,-121,-1.9,6.9,"23.1%",400,"20.0%",,229,"20.2%",,0.52,0.09,0.1
"Key","ESC Ever","Support",33,"36%",,16,84,190,2.5,"71.5%","5.6%","22.9%","39%",74,-49,2.7,1.4,"4.8%",103,"6.2%",,122,"11.3%",,1.46,0.37,0.49
"Kramer","CJ Entus","ADC",42,"29%",,98,84,195,3.5,"75.3%","25.2%","16.7%","17%",-41,-14,-1.5,8.9,"31.0%",505,"27.2%",,266,"24.7%",,0.47,0.08,0.27
"Kuro","ROX Tigers","Middle",28,"82%",,120,51,204,6.4,"71.4%","26.4%","18.1%","25%",-125,-18,-5,7.9,"25.2%",670,"27.6%",,274,"21.9%",,0.51,0.11,0.2
"Kuzan","Jin Air Green Wings","Middle",37,"41%",,111,71,151,3.7,"73.4%","31.1%","17.1%","30%",6,-38,5.3,8.3,"26.6%",540,"28.7%",,241,"23.0%",,0.56,0.11,0.25
"Lindarang","Kwangdong Freecs","Top",11,"27%",,22,28,58,2.9,"77.7%","21.4%","20.4%","36%",98,148,-1.1,7.4,"27.0%",398,"21.1%",,231,"21.9%",,0.55,0.12,0.1
"Lira","Kwangdong Freecs","Jungle",36,"53%",,92,77,226,4.1,"77.2%","22.3%","18.8%","47%",2,-8,0.1,4.9,"15.5%",345,"17.3%",,234,"20.7%",,0.7,0.15,0.5
"LokeN","ESC Ever","ADC",45,"36%",,105,82,175,3.4,"72.0%","27.0%","16.4%","31%",31,83,0.5,8.9,"28.8%",433,"24.5%",,262,"24.4%",,0.36,0.09,0.21
"MadLife","CJ Entus","Support",44,"27%",,22,107,282,2.8,"76.8%","5.6%","20.3%","20%",-28,15,-1.7,0.9,"3.5%",134,"7.8%",,121,"11.1%",,1.25,0.3,0.42
"MaHa","MVP","ADC",41,"44%",,108,93,191,3.2,"68.3%","24.7%","18.1%","15%",-74,-216,-4.1,8.6,"29.3%",507,"24.8%",,266,"23.8%",,0.47,0.08,0.19
"Max","MVP","Support",41,"44%",,28,93,284,3.4,"71.2%","6.4%","18.1%","22%",7,188,-0.3,1.3,"5.1%",141,"7.1%",,136,"12.1%",,1.28,0.27,0.36
"Mickey","Kwangdong Freecs","Middle",43,"47%",,119,114,235,3.1,"75.3%","25.3%","22.6%","23%",74,-92,0.6,8.7,"29.0%",620,"30.8%",,262,"23.7%",,0.54,0.12,0.18
"Part","ESC Ever","Top",1,"0%",,1,2,2,1.5,"60.0%","20.0%","33.3%","100%",464,-36,1,5.6,"20.4%",160,"10.4%",,180,"20.3%",,0.43,0.03,0.06
"Peanut","ROX Tigers","Jungle",40,"75%",,148,71,296,6.3,"75.3%","25.1%","16.8%","38%",-72,13,0.7,4.6,"15.3%",407,"17.7%",,250,"20.8%",,0.68,0.12,0.51
"Pilot","Jin Air Green Wings","ADC",45,"42%",,137,70,170,4.4,"74.0%","33.0%","15.1%","20%",-42,-81,-0.8,9.2,"31.2%",521,"27.7%",,272,"25.3%",,0.36,0.06,0.24
"PraY","ROX Tigers","ADC",40,"75%",,154,87,259,4.7,"70.0%","26.1%","20.6%","20%",124,76,4.8,8.8,"29.2%",665,"28.8%",,292,"24.1%",,0.41,0.05,0.18
"Pure","Longzhu Gaming","Support",41,"39%",,18,91,268,3.1,"71.9%","4.5%","21.7%","27%",-29,12,1.1,1.1,"4.0%",130,"6.4%",,127,"11.3%",,1.43,0.37,0.44
"Ruler","Samsung Galaxy","ADC",40,"60%",,114,83,196,3.7,"74.0%","27.2%","18.6%","30%",6,-5,-1.4,9.3,"29.0%",533,"26.1%",,278,"23.9%",,0.33,0.09,0.27
"Sangyoon","Kwangdong Freecs","ADC",43,"47%",,119,82,226,4.2,"73.4%","25.3%","16.2%","19%",-20,75,0.5,8.9,"29.0%",497,"25.1%",,270,"24.2%",,0.31,0.08,0.17
"Score","KT Rolster","Jungle",44,"66%",,128,65,328,7,"74.9%","21.0%","15.2%","57%",86,-39,-0.7,4.6,"14.8%",365,"17.8%",,241,"20.5%",,0.67,0.15,0.55
"SeongHwan","Kwangdong Freecs","Jungle",7,"14%",,15,17,31,2.7,"79.3%","25.9%","17.9%","43%",-149,-403,-12.3,3.8,"12.6%",310,"18.7%",,191,"18.5%",,0.54,0.17,0.63
"Shy","CJ Entus","Top",16,"44%",,17,29,64,2.8,"51.3%","10.8%","17.0%","6%",-260,-257,-6.1,7.7,"26.3%",311,"17.8%",,239,"21.5%",,0.45,0.08,0.08
"Skyyy","CJ Entus","Middle",17,"29%",,33,42,65,2.3,"72.1%","24.3%","21.8%","12%",-148,-220,-3.4,8.6,"27.5%",548,"30.4%",,244,"22.9%",,0.43,0.11,0.15
"Smeb","ROX Tigers","Top",40,"75%",,120,88,296,4.7,"70.5%","20.3%","20.8%","40%",140,117,5.7,7.6,"26.6%",480,"21.0%",,268,"22.2%",,0.49,0.07,0.11
"SnowFlower","Kwangdong Freecs","Support",43,"47%",,30,107,325,3.3,"75.5%","6.4%","21.2%","19%",-13,-97,-0.7,0.8,"2.9%",122,"6.3%",,124,"11.1%",,1.3,0.31,0.36
"SoHwan","Jin Air Green Wings","Top",1,"0%",,0,2,1,0.5,"33.3%","0.0%","28.6%","0%",-434,-933,-15,7.5,"27.2%",155,"12.3%",,194,"20.7%",,0.5,0.08,0.08
"Ssumday","KT Rolster","Top",44,"66%",,143,94,281,4.5,"69.6%","23.5%","22.0%","50%",133,190,4.1,8.1,"28.2%",470,"22.5%",,271,"23.0%",,0.54,0.1,0.17
"Sweet","Jin Air Green Wings","Support",8,"50%",,5,33,86,2.8,"84.3%","4.6%","30.6%","25%",-91,120,-2.6,0.8,"2.6%",157,"6.8%",,140,"12.2%",,1.21,0.25,0.29
"Tempt","ESC Ever","Middle",45,"36%",,124,95,156,2.9,"72.0%","31.9%","19.0%","22%",-5,-20,-1,8.4,"26.1%",505,"28.6%",,243,"22.8%",,0.48,0.12,0.15
"Totoro","ESC Ever","Support",12,"33%",,5,41,66,1.7,"70.3%","5.0%","31.1%","33%",100,-133,2.8,1,"3.8%",86,"5.2%",,114,"10.7%",,1.55,0.36,0.39
"TrAce","Jin Air Green Wings","Top",44,"43%",,64,104,187,2.4,"60.9%","15.5%","22.8%","16%",-92,-54,-4.6,7,"23.3%",386,"20.4%",,220,"20.5%",,0.54,0.13,0.15
"Untara","CJ Entus","Top",28,"18%",,30,69,128,2.3,"66.4%","12.6%","19.3%","14%",-199,-158,-3.7,7,"24.2%",314,"17.9%",,212,"20.7%",,0.53,0.08,0.13
"Winged","Jin Air Green Wings","Jungle",45,"42%",,75,85,225,3.5,"72.3%","18.1%","18.4%","38%",-14,-41,-1.2,4.7,"15.4%",305,"16.9%",,216,"20.2%",,0.71,0.23,0.62
"Wolf","SK Telecom T1","Support",41,"68%",,24,88,348,4.2,"71.4%","4.6%","20.6%","17%",-22,24,-1.1,1.1,"3.5%",144,"6.2%",,140,"11.3%",,1.21,0.28,0.4
"Wraith","Samsung Galaxy","Support",37,"65%",,17,75,278,3.9,"70.9%","4.1%","18.2%","32%",38,-59,-1,1,"3.3%",110,"5.4%",,130,"10.9%",,1.56,0.33,0.42
"Zet","ROX Tigers","Middle",12,"58%",,27,28,63,3.2,"66.2%","19.9%","19.7%","25%",-158,-84,-4.5,8.2,"25.8%",516,"24.6%",,239,"21.5%",,0.51,0.1,0.21
