MVP,K,D,A,KDA,KP,KS%,DTH%,FB%,GD10,XPD10,CSD10,CSPM,CS%P15,DPM,DMG%,EGPM,GOLD%,WPM,CWPM,WCPM
200.00,65.00,54.00,113.00,3.30,0.76,0.28,0.20,0.33,31.00,103.00,4.10,8.40,0.27,584.00,0.29,245.00,0.23,0.43,0.10,0.22
600.00,50.00,32.00,85.00,4.20,0.77,0.28,0.20,0.44,273.00,362.00,4.50,5.50,0.17,328.00,0.15,260.00,0.22,0.73,0.13,0.53
0.00,55.00,82.00,185.00,2.90,0.63,0.14,0.17,0.16,-59.00,-94.00,0.90,7.40,0.27,372.00,0.22,229.00,0.22,0.55,0.11,0.13
700.00,135.00,89.00,159.00,3.30,0.70,0.32,0.20,0.20,121.00,116.00,4.30,8.90,0.27,657.00,0.32,272.00,0.24,0.47,0.11,0.21
500.00,83.00,90.00,155.00,2.60,0.63,0.22,0.22,0.22,73.00,125.00,1.10,7.90,0.26,387.00,0.19,254.00,0.22,0.54,0.10,0.14
500.00,103.00,90.00,220.00,3.60,0.62,0.20,0.21,0.15,165.00,273.00,6.60,8.20,0.28,455.00,0.20,268.00,0.22,0.45,0.06,0.12
200.00,72.00,86.00,186.00,3.00,0.65,0.18,0.21,0.20,2.00,50.00,1.70,7.80,0.27,477.00,0.23,241.00,0.22,0.47,0.06,0.13
800.00,162.00,85.00,205.00,4.30,0.70,0.31,0.20,0.24,43.00,86.00,1.10,8.60,0.26,677.00,0.29,281.00,0.23,0.51,0.09,0.21
300.00,128.00,78.00,284.00,5.30,0.68,0.21,0.18,0.30,-91.00,30.00,-2.50,8.20,0.26,580.00,0.28,255.00,0.22,0.49,0.14,0.19
0.00,36.00,30.00,82.00,3.90,0.72,0.22,0.20,0.18,-69.00,-67.00,-4.50,8.20,0.24,595.00,0.29,253.00,0.21,0.47,0.12,0.16
400.00,91.00,55.00,140.00,4.20,0.69,0.27,0.17,0.21,7.00,32.00,0.70,8.70,0.28,554.00,0.26,266.00,0.24,0.43,0.12,0.28
100.00,21.00,98.00,387.00,4.20,0.69,0.04,0.23,0.28,1.00,-8.00,1.30,1.00,0.04,131.00,0.06,136.00,0.11,1.53,0.34,0.31
500.00,39.00,113.00,407.00,3.90,0.73,0.06,0.27,0.32,51.00,-23.00,0.70,1.10,0.04,130.00,0.06,137.00,0.12,1.35,0.33,0.38
400.00,105.00,127.00,182.00,2.30,0.74,0.27,0.25,0.37,10.00,-45.00,0.80,4.40,0.14,306.00,0.17,216.00,0.20,0.74,0.19,0.43
400.00,124.00,79.00,170.00,3.70,0.67,0.28,0.15,0.17,43.00,52.00,0.20,7.80,0.25,600.00,0.29,244.00,0.22,0.47,0.11,0.20
300.00,73.00,80.00,192.00,3.30,0.72,0.20,0.22,0.25,19.00,-121.00,-1.90,6.90,0.23,400.00,0.20,229.00,0.20,0.52,0.09,0.10
400.00,16.00,84.00,190.00,2.50,0.72,0.06,0.23,0.39,74.00,-49.00,2.70,1.40,0.05,103.00,0.06,122.00,0.11,1.46,0.37,0.49
300.00,98.00,84.00,195.00,3.50,0.75,0.25,0.17,0.17,-41.00,-14.00,-1.50,8.90,0.31,505.00,0.27,266.00,0.25,0.47,0.08,0.27
300.00,120.00,51.00,204.00,6.40,0.71,0.26,0.18,0.25,-125.00,-18.00,-5.00,7.90,0.25,670.00,0.28,274.00,0.22,0.51,0.11,0.20
800.00,111.00,71.00,151.00,3.70,0.73,0.31,0.17,0.30,6.00,-38.00,5.30,8.30,0.27,540.00,0.29,241.00,0.23,0.56,0.11,0.25
200.00,22.00,28.00,58.00,2.90,0.78,0.21,0.20,0.36,98.00,148.00,-1.10,7.40,0.27,398.00,0.21,231.00,0.22,0.55,0.12,0.10
500.00,92.00,77.00,226.00,4.10,0.77,0.22,0.19,0.47,2.00,-8.00,0.10,4.90,0.16,345.00,0.17,234.00,0.21,0.70,0.15,0.50
200.00,105.00,82.00,175.00,3.40,0.72,0.27,0.16,0.31,31.00,83.00,0.50,8.90,0.29,433.00,0.25,262.00,0.24,0.36,0.09,0.21
0.00,22.00,107.00,282.00,2.80,0.77,0.06,0.20,0.20,-28.00,15.00,-1.70,0.90,0.04,134.00,0.08,121.00,0.11,1.25,0.30,0.42
100.00,108.00,93.00,191.00,3.20,0.68,0.25,0.18,0.15,-74.00,-216.00,-4.10,8.60,0.29,507.00,0.25,266.00,0.24,0.47,0.08,0.19
0.00,28.00,93.00,284.00,3.40,0.71,0.06,0.18,0.22,7.00,188.00,-0.30,1.30,0.05,141.00,0.07,136.00,0.12,1.28,0.27,0.36
400.00,119.00,114.00,235.00,3.10,0.75,0.25,0.23,0.23,74.00,-92.00,0.60,8.70,0.29,620.00,0.31,262.00,0.24,0.54,0.12,0.18
900.00,148.00,71.00,296.00,6.30,0.75,0.25,0.17,0.38,-72.00,13.00,0.70,4.60,0.15,407.00,0.18,250.00,0.21,0.68,0.12,0.51
100.00,137.00,70.00,170.00,4.40,0.74,0.33,0.15,0.20,-42.00,-81.00,-0.80,9.20,0.31,521.00,0.28,272.00,0.25,0.36,0.06,0.24
400.00,154.00,87.00,259.00,4.70,0.70,0.26,0.21,0.20,124.00,76.00,4.80,8.80,0.29,665.00,0.29,292.00,0.24,0.41,0.05,0.18
100.00,18.00,91.00,268.00,3.10,0.72,0.05,0.22,0.27,-29.00,12.00,1.10,1.10,0.04,130.00,0.06,127.00,0.11,1.43,0.37,0.44
400.00,114.00,83.00,196.00,3.70,0.74,0.27,0.19,0.30,6.00,-5.00,-1.40,9.30,0.29,533.00,0.26,278.00,0.24,0.33,0.09,0.27
400.00,119.00,82.00,226.00,4.20,0.73,0.25,0.16,0.19,-20.00,75.00,0.50,8.90,0.29,497.00,0.25,270.00,0.24,0.31,0.08,0.17
800.00,128.00,65.00,328.00,7.00,0.75,0.21,0.15,0.57,86.00,-39.00,-0.70,4.60,0.15,365.00,0.18,241.00,0.21,0.67,0.15,0.55
0.00,17.00,29.00,64.00,2.80,0.51,0.11,0.17,0.06,-260.00,-257.00,-6.10,7.70,0.26,311.00,0.18,239.00,0.22,0.45,0.08,0.08
200.00,33.00,42.00,65.00,2.30,0.72,0.24,0.22,0.12,-148.00,-220.00,-3.40,8.60,0.28,548.00,0.30,244.00,0.23,0.43,0.11,0.15
1200.00,120.00,88.00,296.00,4.70,0.71,0.20,0.21,0.40,140.00,117.00,5.70,7.60,0.27,480.00,0.21,268.00,0.22,0.49,0.07,0.11
200.00,30.00,107.00,325.00,3.30,0.76,0.06,0.21,0.19,-13.00,-97.00,-0.70,0.80,0.03,122.00,0.06,124.00,0.11,1.30,0.31,0.36
1100.00,143.00,94.00,281.00,4.50,0.70,0.24,0.22,0.50,133.00,190.00,4.10,8.10,0.28,470.00,0.23,271.00,0.23,0.54,0.10,0.17
600.00,124.00,95.00,156.00,2.90,0.72,0.32,0.19,0.22,-5.00,-20.00,-1.00,8.40,0.26,505.00,0.29,243.00,0.23,0.48,0.12,0.15
0.00,5.00,41.00,66.00,1.70,0.70,0.05,0.31,0.33,100.00,-133.00,2.80,1.00,0.04,86.00,0.05,114.00,0.11,1.55,0.36,0.39
300.00,64.00,104.00,187.00,2.40,0.61,0.16,0.23,0.16,-92.00,-54.00,-4.60,7.00,0.23,386.00,0.20,220.00,0.21,0.54,0.13,0.15
0.00,30.00,69.00,128.00,2.30,0.66,0.13,0.19,0.14,-199.00,-158.00,-3.70,7.00,0.24,314.00,0.18,212.00,0.21,0.53,0.08,0.13
400.00,75.00,85.00,225.00,3.50,0.72,0.18,0.18,0.38,-14.00,-41.00,-1.20,4.70,0.15,305.00,0.17,216.00,0.20,0.71,0.23,0.62
400.00,24.00,88.00,348.00,4.20,0.71,0.05,0.21,0.17,-22.00,24.00,-1.10,1.10,0.04,144.00,0.06,140.00,0.11,1.21,0.28,0.40
500.00,17.00,75.00,278.00,3.90,0.71,0.04,0.18,0.32,38.00,-59.00,-1.00,1.00,0.03,110.00,0.05,130.00,0.11,1.56,0.33,0.42
0.00,27.00,28.00,63.00,3.20,0.66,0.20,0.20,0.25,-158.00,-84.00,-4.50,8.20,0.26,516.00,0.25,239.00,0.22,0.51,0.10,0.21
