"Player","Team","Pos","GP","W%","CTR%","K","D","A","KDA","KP","KS%","DTH%","FB%","GD10","XPD10","CSD10","CSPM","CS%P15","DPM","DMG%","D%P15","EGPM","GOLD%","STL","WPM","CWPM","WCPM"
"Doran","Gen.G","Top",36,"72%","47%",100,92,200,3.3,"57.9%","19.3%","24.8%","25%",102,5,3.2,8.7,"25.0%",533,"25.9%","23.3%",281,"23.3%",1,0.39,0.21,0.25
"Dove","Liiv SANDBOX","Middle",1,"0%","0%",2,3,1,1,"75.0%","50.0%","17.6%","0%",-317,201,2,8.4,"22.2%",310,"23.0%","24.1%",227,"23.7%",0,0.45,0.15,0.35
"Dove","Liiv SANDBOX","Top",36,"31%","50%",62,119,113,1.5,"54.5%","19.3%","22.5%","11%",-14,-117,-0.6,7.8,"23.2%",413,"25.1%","22.1%",231,"22.1%",0,0.31,0.16,0.17
"Dread","Nongshim RedForce","Jungle",43,"37%","42%",102,114,213,2.8,"68.8%","22.3%","20.0%","44%",148,96,0.7,5.8,"14.3%",224,"13.0%","12.7%",186,"17.4%",6,0.5,0.43,0.44
"Dread","Nongshim RedForce","Top",2,"0%","50%",3,4,4,1.8,"63.6%","27.3%","15.4%","50%",237,-25,5,10.4,"34.8%",438,"39.7%","35.4%",312,"29.9%",0,0.28,0.14,0.19
"DuDu","Hanwha Life Esports","Top",43,"28%","58%",83,123,141,1.8,"53.3%","19.8%","22.3%","12%",-38,11,-0.3,8,"24.0%",404,"24.4%","21.3%",234,"22.3%",0,0.37,0.23,0.22
"Effort","Nongshim RedForce","Support",14,"29%","21%",9,57,83,1.6,"60.5%","5.9%","26.9%","14%",-67,-129,1.4,1,"2.1%",85,"5.0%","4.8%",84,"7.8%",0,1.93,0.62,0.34
"Ellim","Kwangdong Freecs","Jungle",43,"49%","43%",86,115,251,2.9,"65.8%","16.8%","26.9%","33%",-154,-77,-4.9,5.2,"11.7%",229,"12.3%","12.4%",168,"15.5%",5,0.58,0.43,0.45
"Envyy","Liiv SANDBOX","ADC",9,"22%","78%",19,24,27,1.9,"63.0%","26.0%","16.9%","11%",-175,31,-2.6,9.2,"31.8%",403,"24.9%","26.2%",257,"25.9%",0,0.4,0.12,0.26
"Faker","T1","Middle",43,"84%","56%",160,81,235,4.9,"57.6%","23.3%","18.0%","12%",84,-26,-1,8.4,"23.6%",519,"24.7%","24.7%",281,"22.2%",0,0.58,0.17,0.3
"FATE","Kwangdong Freecs","Middle",43,"49%","60%",128,65,231,5.5,"70.1%","25.0%","15.2%","26%",86,44,4.1,8.6,"25.7%",501,"27.3%","26.8%",261,"24.1%",0,0.56,0.25,0.33
"Feisty","BRION","Middle",2,"0%","100%",2,5,4,1.2,"75.0%","25.0%","12.2%","0%",-476,-247,-8.5,8.2,"25.3%",351,"24.7%","28.9%",212,"26.0%",0,0.46,0.2,0.18
"FIESTA","Nongshim RedForce","Middle",5,"20%","40%",4,19,17,1.1,"61.8%","11.8%","22.6%","0%",-378,-356,-8.4,8.3,"23.4%",402,"23.8%","23.6%",222,"21.4%",0,0.42,0.22,0.25
"Gamin","BRION","ADC",2,"0%","50%",1,8,2,0.4,"37.5%","12.5%","19.5%","0%",-223,-98,-8.5,8.1,"30.1%",229,"16.5%","15.5%",213,"26.0%",0,0.31,0.08,0.31
"Ghost","Nongshim RedForce","ADC",38,"39%","50%",104,91,161,2.9,"62.5%","24.5%","18.8%","24%",-135,92,-1.3,9.7,"32.3%",441,"25.8%","27.6%",288,"26.3%",0,0.51,0.2,0.39
"Ghost","Nongshim RedForce","Support",6,"17%","50%",1,24,19,0.8,"58.8%","2.9%","26.4%","17%",-72,-64,1.7,1.1,"2.3%",113,"6.9%","6.8%",79,"7.8%",0,1.61,0.4,0.31
"gideon","KT Rolster","Jungle",3,"33%","33%",6,7,10,2.3,"55.2%","20.7%","13.5%","0%",-339,-290,-3,5.7,"14.1%",194,"11.6%","13.7%",187,"18.0%",2,0.53,0.32,0.4
"Gumayusi","T1","ADC",43,"84%","37%",219,83,241,5.5,"67.1%","31.9%","18.4%","33%",331,83,8.4,10.2,"33.4%",571,"26.7%","29.2%",345,"27.5%",0,0.48,0.2,0.41
"Guwon","Hanwha Life Esports","Jungle",2,"0%","50%",8,5,8,3.2,"84.2%","42.1%","14.7%","100%",214,23,-8.5,5.3,"15.9%",327,"22.9%","29.8%",195,"19.3%",0,0.37,0.42,0.49
"HamBak","Liiv SANDBOX","Jungle",4,"0%","50%",10,15,15,1.7,"89.3%","35.7%","20.0%","0%",-58,-145,-7,5.3,"14.2%",232,"16.0%","18.7%",179,"19.3%",0,0.52,0.51,0.36
"Hena","BRION","ADC",43,"49%","40%",135,72,207,4.8,"69.4%","27.4%","15.3%","26%",-26,37,-2.3,9.7,"31.4%",482,"27.9%","30.1%",300,"26.9%",1,0.52,0.18,0.38
"Hoit","Kwangdong Freecs","Support",43,"49%","45%",38,105,303,3.2,"66.6%","7.4%","24.5%","16%",-111,21,0.5,1.1,"2.5%",118,"6.6%","6.1%",98,"9.0%",0,1.78,0.58,0.44
"Howling","Liiv SANDBOX","Top",4,"0%","25%",3,14,8,0.8,"39.3%","10.7%","18.7%","0%",-40,114,-3.3,7.9,"24.7%",361,"24.9%","18.2%",204,"21.5%",0,0.28,0.13,0.17
"HOYA","Dplus KIA","Top",6,"50%","17%",11,28,30,1.5,"46.1%","12.4%","32.2%","0%",-290,-397,-8,6.8,"21.5%",344,"18.6%","14.1%",212,"19.0%",0,0.51,0.37,0.26
"Ice","Liiv SANDBOX","ADC",32,"28%","59%",78,79,97,2.2,"62.5%","27.9%","16.5%","16%",-274,-116,-6.7,9.5,"32.4%",405,"24.6%","27.1%",277,"26.3%",0,0.4,0.13,0.39
"Jun","DRX","Support",1,"100%","100%",1,1,10,11,"84.6%","7.7%","9.1%","0%",78,-64,-9,0.8,"2.7%",149,"5.8%","3.8%",137,"11.6%",0,1.38,0.4,0.51
"Kael","Liiv SANDBOX","Support",39,"28%","33%",14,137,212,1.6,"67.3%","4.2%","23.5%","23%",-166,-92,1.9,1.2,"2.7%",125,"7.7%","7.0%",88,"8.6%",0,1.62,0.47,0.37
"Karis","Hanwha Life Esports","Middle",43,"28%","37%",99,99,198,3,"70.7%","23.6%","17.9%","16%",-87,49,-3.4,7.9,"22.3%",435,"26.1%","26.8%",229,"22.0%",0,0.47,0.23,0.25
"Kellin","Dplus KIA","Support",42,"64%","40%",33,80,333,4.6,"71.2%","6.4%","19.9%","31%",140,-75,-1.3,0.9,"2.2%",160,"8.9%","7.3%",107,"9.4%",0,1.91,0.52,0.34
"Keria","T1","Support",43,"84%","58%",32,104,462,4.8,"72.0%","4.7%","23.1%","47%",227,167,-0.3,0.9,"2.4%",195,"8.9%","7.4%",119,"9.6%",0,1.79,0.57,0.31
"Kiin","Kwangdong Freecs","Top",43,"49%","57%",99,82,194,3.6,"57.2%","19.3%","19.2%","26%",145,171,5.8,8.5,"26.3%",471,"26.5%","24.4%",256,"23.7%",0,0.41,0.24,0.29
"Kingen","DRX","Top",40,"53%","53%",79,93,153,2.5,"53.1%","18.1%","19.7%","13%",-170,-145,-2.7,8.1,"24.5%",503,"27.1%","24.6%",247,"22.3%",0,0.35,0.19,0.24
"Lava","BRION","Middle",43,"49%","45%",149,82,216,4.5,"74.0%","30.2%","17.4%","19%",-5,-16,-2.2,9,"26.5%",529,"30.5%","31.0%",281,"25.1%",1,0.52,0.19,0.31
"Lehends","Gen.G","Support",35,"74%","46%",20,93,301,3.5,"63.9%","4.0%","26.7%","29%",-70,-68,-0.7,0.9,"2.0%",128,"6.3%","5.7%",104,"8.4%",0,1.68,0.52,0.34
"Life","KT Rolster","Support",43,"44%","44%",37,127,300,2.7,"65.2%","7.2%","23.6%","19%",-36,-13,-1.7,1,"2.3%",161,"9.1%","7.9%",101,"8.9%",0,1.67,0.48,0.33
"Listo","BRION","Jungle",2,"0%","50%",3,7,3,0.9,"75.0%","37.5%","17.1%","0%",-996,-970,-15,5.1,"13.3%",275,"20.0%","26.0%",153,"18.8%",0,0.46,0.43,0.23
"Loopy","BRION","Support",2,"0%","0%",1,10,3,0.4,"50.0%","12.5%","24.4%","0%",-131,-353,-1,1.5,"4.8%",182,"12.7%","13.8%",80,"9.8%",0,0.66,0.28,0.2
"Lospa","Gen.G","Support",5,"40%","40%",6,20,38,2.2,"67.7%","9.2%","29.4%","40%",23,59,0.4,0.7,"1.4%",119,"5.4%","5.4%",96,"8.4%",0,1.68,0.59,0.12
"Morgan","BRION","Top",37,"49%","31%",69,81,150,2.7,"51.9%","16.4%","20.0%","14%",-41,-62,-1.5,8.4,"25.4%",343,"20.8%","18.8%",246,"22.2%",1,0.41,0.3,0.3
"Oner","T1","Jungle",43,"84%","42%",154,84,329,5.8,"70.4%","22.4%","18.6%","44%",155,208,4.3,5.9,"15.9%",304,"14.2%","14.5%",232,"18.6%",9,0.39,0.28,0.4
"OnFleek","Hanwha Life Esports","Jungle",38,"29%","55%",66,125,181,2,"67.3%","18.0%","25.4%","26%",-98,-167,-3.4,6,"16.8%",242,"14.4%","14.6%",191,"18.5%",5,0.45,0.33,0.61
"Ophelia","Gen.G","ADC",5,"40%","60%",15,9,16,3.4,"60.8%","29.4%","13.4%","0%",-160,90,-7,9.3,"28.8%",520,"30.9%","33.8%",275,"25.5%",0,0.45,0.21,0.25
"Ophelia","Gen.G","Middle",3,"67%","100%",4,6,12,2.7,"40.0%","10.0%","17.1%","0%",-586,-307,-7,7.6,"20.0%",385,"18.8%","18.9%",222,"19.1%",1,0.55,0.17,0.25
"Peach","DRX","Jungle",1,"100%","0%",1,2,8,4.5,"69.2%","7.7%","18.2%","0%",-816,-825,-23,9.5,"18.4%",198,"7.8%","7.6%",204,"17.2%",1,0.47,0.2,0.67
"Peanut","Gen.G","Jungle",35,"74%","51%",103,58,240,5.9,"68.3%","20.5%","16.7%","40%",49,35,2.5,7.1,"16.1%",250,"12.3%","12.4%",219,"17.9%",2,0.45,0.32,0.42
"Peter","Nongshim RedForce","Support",24,"46%","50%",15,64,179,3,"71.3%","5.5%","23.4%","33%",43,73,-0.8,0.8,"2.0%",155,"9.1%","8.9%",96,"8.7%",0,1.64,0.52,0.31
"Prove","Liiv SANDBOX","Support",2,"0%","50%",1,9,11,1.3,"70.6%","5.9%","24.3%","50%",140,377,7.5,1.5,"3.2%",177,"11.5%","11.2%",96,"9.3%",0,1.85,0.71,0.55
"Pyosik","DRX","Jungle",40,"53%","43%",79,103,212,2.8,"66.6%","18.1%","21.9%","33%",-78,-64,-0.4,6,"14.7%",218,"11.9%","12.3%",185,"16.9%",3,0.47,0.41,0.45
"Quid","Gen.G","Middle",5,"40%","60%",16,15,20,2.4,"61.0%","27.1%","22.7%","20%",-105,-39,-2.8,9,"24.9%",517,"27.0%","27.6%",248,"22.6%",0,0.43,0.16,0.19
"Raptor","BRION","Jungle",2,"100%","100%",9,3,20,9.7,"76.3%","23.7%","27.3%","100%",393,264,4.5,5.9,"14.4%",391,"19.0%","22.3%",252,"19.7%",0,0.4,0.49,0.34
"Rascal","KT Rolster","Top",43,"44%","60%",115,124,171,2.3,"55.3%","22.2%","23.1%","26%",112,75,0.7,8.8,"26.8%",435,"24.2%","22.1%",271,"24.0%",3,0.38,0.22,0.24
"Ruler","Gen.G","ADC",35,"74%","43%",147,51,191,6.6,"65.5%","28.5%","14.6%","26%",5,-31,0.7,9.9,"30.7%",585,"28.1%","31.5%",324,"26.1%",0,0.48,0.22,0.46
"SamD","Hanwha Life Esports","ADC",39,"31%","54%",121,75,146,3.6,"69.7%","31.6%","15.4%","13%",-56,-49,0,10.2,"35.2%",437,"25.2%","28.2%",304,"28.9%",1,0.46,0.15,0.46
"SeTab","DRX","Middle",1,"100%","0%",4,2,5,4.5,"69.2%","30.8%","18.2%","100%",577,151,8,8.9,"22.2%",794,"31.2%","31.6%",279,"23.6%",0,0.51,0.2,0.13
"ShowMaker","Dplus KIA","Middle",42,"64%","50%",114,70,211,4.6,"63.2%","22.2%","17.4%","19%",129,52,2.6,8.6,"25.0%",415,"23.4%","24.3%",265,"23.4%",1,0.55,0.22,0.38
"Soboro","BRION","Top",2,"0%","100%",1,11,0,0.1,"12.5%","12.5%","26.8%","0%",-296,-219,-6,6.7,"26.6%",365,"26.0%","15.8%",158,"19.4%",0,0.28,0.05,0.05
"Sw0rd","BRION","Top",6,"50%","83%",13,15,30,2.9,"60.6%","18.3%","22.7%","33%",-457,-266,-19.2,7.3,"22.7%",434,"20.3%","18.2%",227,"20.4%",0,0.44,0.3,0.26
"Sylvie","Nongshim RedForce","Jungle",2,"0%","100%",4,7,3,1,"63.6%","36.4%","26.9%","50%",16,68,-3.5,5.2,"11.4%",193,"18.7%","17.7%",186,"17.7%",0,0.4,0.44,0.33
"Taeyoon","DRX","ADC",1,"0%","0%",1,4,0,0.3,"25.0%","25.0%","22.2%","0%",-729,-329,-1,8.2,"25.7%",309,"22.7%","23.0%",216,"25.2%",0,0.43,0.2,0.35
"Teddy","Kwangdong Freecs","ADC",43,"49%","62%",161,61,198,5.9,"70.1%","31.4%","14.3%","12%",-115,-63,-3.3,9.9,"33.8%",508,"27.3%","30.3%",301,"27.7%",3,0.6,0.22,0.37
"Ten10","Liiv SANDBOX","Middle",4,"0%","50%",3,14,17,1.4,"71.4%","10.7%","18.7%","0%",-44,202,-0.8,7.5,"21.7%",316,"22.2%","25.8%",189,"20.3%",0,0.74,0.35,0.41
"UmTi","BRION","Jungle",41,"46%","58%",84,94,233,3.4,"69.7%","18.5%","20.5%","39%",41,-54,-0.9,5.9,"14.0%",225,"13.3%","13.1%",186,"16.8%",6,0.57,0.45,0.51
"VicLa","KT Rolster","Middle",14,"50%","71%",37,32,96,4.2,"66.5%","18.5%","18.5%","14%",-74,-24,-1.1,8.1,"21.8%",452,"22.9%","21.2%",243,"20.5%",0,0.68,0.39,0.29
"vital","Nongshim RedForce","ADC",7,"14%","71%",15,14,12,1.9,"60.0%","33.3%","12.7%","14%",-212,-121,-3.3,9.8,"32.8%",373,"23.6%","28.0%",279,"26.5%",1,0.38,0.13,0.37
"Vsta","Hanwha Life Esports","Support",38,"29%","50%",29,91,237,2.9,"72.5%","7.9%","18.5%","13%",-10,8,-1.9,0.9,"2.1%",168,"10.2%","9.2%",89,"8.5%",0,1.66,0.55,0.32
"Willer","Hanwha Life Esports","Jungle",3,"33%","67%",5,9,19,2.7,"70.6%","14.7%","34.6%","0%",-295,-71,-1.3,5.2,"14.2%",221,"11.9%","11.9%",180,"16.4%",0,0.52,0.53,0.45
"YoungJae","Gen.G","Jungle",5,"40%","40%",8,19,31,2.1,"60.0%","12.3%","27.9%","40%",-350,-193,-3,5.3,"13.5%",244,"10.1%","11.4%",177,"15.4%",0,0.57,0.48,0.36
"ZEKA","DRX","Middle",40,"53%","48%",102,67,177,4.2,"63.8%","23.3%","14.2%","18%",40,23,4,9,"26.1%",483,"25.4%","25.9%",270,"24.2%",0,0.41,0.18,0.27
"Zest","Gen.G","Top",2,"100%","50%",4,4,7,2.8,"42.3%","15.4%","36.4%","0%",-237,25,-5,9.4,"26.0%",540,"27.1%","20.7%",290,"20.6%",0,0.26,0.12,0.12
"Zeus","T1","Top",43,"84%","42%",121,99,239,3.6,"52.5%","17.6%","22.0%","16%",-47,-57,1.4,8.2,"24.7%",547,"25.6%","24.2%",278,"22.1%",0,0.38,0.17,0.22
