"Player","Team","Pos","GP","W%","CTR%","K","D","A","KDA","KP","KS%","DTH%","FB%","GD10","XPD10","CSD10","CSPM","CS%P15","DPM","DMG%","D%P15","EGPM","GOLD%","STL","WPM","CWPM","WCPM"
"Ruler","Gen.G","ADC",43,"72%","53%",209,67,235,6.6,"68.1%","32.1%","16.4%","21%",241,211,11.3,10.3,"32.9%",641,"32.2%",,338,"27.8%",,0.47,0.17,0.47
"Secret","SeolHaeOne Prince","Support",28,"18%","54%",11,83,124,1.6,"62.5%","5.1%","18.1%","25%",-149,-7,-2.2,1,"2.4%",153,"9.8%",,80,"8.3%",,1.61,0.49,0.28
"ShowMaker","Dplus KIA","Middle",39,"87%","46%",162,29,302,16,"71.5%","25.0%","9.8%","31%",278,181,4.2,8.9,"24.4%",561,"25.9%",,309,"23.6%",,0.37,0.17,0.19
"Smeb","KT Rolster","Support",5,"40%","80%",2,16,35,2.3,"62.7%","3.4%","27.6%","40%",138,29,10,2.2,"6.2%",330,"18.0%",,98,"9.0%",,1.09,0.47,0.32
"Smeb","KT Rolster","Top",25,"44%","52%",77,73,120,2.7,"64.4%","25.2%","22.1%","28%",15,-146,-3.9,7.7,"23.1%",469,"23.5%",,248,"22.3%",,0.41,0.17,0.19
"SoHwan","KT Rolster","Top",18,"39%","39%",42,37,72,3.1,"66.3%","24.4%","18.4%","28%",-159,-47,-2.6,8.1,"24.7%",428,"24.8%",,243,"22.8%",,0.51,0.21,0.19
"Spirit","Kwangdong Freecs","Jungle",39,"54%","44%",76,96,262,3.5,"70.6%","15.9%","20.6%","41%",-69,-122,-2.7,5.3,"15.0%",256,"13.7%",,186,"17.0%",,0.61,0.37,0.62
"Summit","Liiv SANDBOX","Top",42,"40%","52%",90,143,169,1.8,"60.1%","20.9%","26.4%","21%",-41,-58,1.4,8.3,"25.2%",473,"26.6%",,242,"23.2%",,0.42,0.25,0.31
"Teddy","T1","ADC",42,"67%","76%",183,53,230,7.8,"70.6%","31.3%","14.6%","29%",174,14,1.2,10.6,"33.3%",564,"29.7%",,331,"27.7%",,0.56,0.18,0.38
"Trigger","SeolHaeOne Prince","ADC",13,"8%","31%",31,48,48,1.6,"59.8%","23.5%","17.4%","31%",24,-71,-1.7,8.7,"30.1%",453,"26.0%",,245,"25.3%",,0.38,0.14,0.36
"TusiN","KT Rolster","Support",38,"42%","47%",16,113,283,2.6,"71.4%","3.8%","23.9%","18%",19,221,1.3,1.4,"3.8%",152,"8.3%",,102,"9.2%",,1.83,0.51,0.44
"ucal","KT Rolster","Middle",18,"39%","44%",48,48,97,3,"64.7%","21.4%","19.4%","11%",-31,-39,0.1,9.1,"26.7%",484,"23.2%",,269,"24.7%",,0.32,0.17,0.23
"Viper","Hanwha Life Esports","ADC",42,"19%","33%",114,86,144,3,"65.8%","29.1%","13.3%","17%",-30,-29,1,10.3,"36.2%",526,"31.7%",,294,"29.3%",,0.49,0.23,0.4
"YoungJae","Hanwha Life Esports","Jungle",10,"10%","50%",19,45,43,1.4,"67.4%","20.7%","25.1%","40%",-328,-466,-8.4,4.6,"11.9%",202,"11.7%",,162,"15.6%",,0.56,0.54,0.45
