"Player","Team","Pos","GP","W%","CTR%","K","D","A","KDA","KP","KS%","DTH%","FB%","GD10","XPD10","CSD10","CSPM","CS%P15","DPM","DMG%","D%P15","EGPM","GOLD%","STL","WPM","CWPM","WCPM"
"Dove","Liiv SANDBOX","Middle",44,"64%","64%",122,77,219,4.4,"70.2%","25.1%","16.8%","16%",-52,35,1.8,8.6,"22.5%",433,"24.5%",,261,"21.8%",,0.47,0.26,0.3
"Dread","Kwangdong Freecs","Jungle",38,"37%","53%",93,119,195,2.4,"71.3%","23.0%","23.0%","45%",-49,-43,-2.3,4.7,"13.5%",214,"13.3%",,183,"17.1%",,0.91,0.38,0.55
"Faker","SK Telecom T1","Middle",44,"70%","50%",103,80,213,4,"62.0%","20.2%","22.3%","30%",-21,-74,3.3,9,"24.2%",434,"24.8%",,267,"22.1%",,0.51,0.21,0.25
"Flame","Dplus KIA","Top",12,"50%","42%",35,22,47,3.7,"61.7%","26.3%","16.8%","17%",114,114,7.6,8.7,"25.0%",421,"25.2%",,272,"23.2%",,0.45,0.14,0.18
"Fly","Gen.G","Middle",39,"33%","41%",54,89,160,2.4,"65.2%","16.5%","20.9%","10%",-109,-41,-2.8,8.4,"22.5%",361,"24.8%",,225,"20.7%",,0.5,0.23,0.25
"Gango","KT Rolster","ADC",16,"25%","56%",40,45,68,2.4,"65.1%","24.1%","18.8%","19%",-92,-93,-3.9,9.4,"31.4%",420,"26.6%",,280,"26.5%",,0.36,0.13,0.3
"Ghost","Liiv SANDBOX","ADC",44,"64%","55%",121,70,209,4.7,"67.9%","24.9%","15.3%","14%",-54,72,0.3,10.1,"30.2%",506,"27.7%",,310,"25.7%",,0.48,0.2,0.37
"Hoit","Dplus KIA","Support",29,"55%","52%",15,60,236,4.2,"74.3%","4.4%","19.2%","17%",-53,-59,-0.4,1.8,"6.1%",119,"7.0%",,140,"11.6%",,1.63,0.46,0.46
"Hoon","Kwangdong Freecs","Middle",6,"33%","17%",7,15,13,1.3,"48.8%","17.1%","17.9%","0%",-349,-248,-14.3,8.2,"23.3%",247,"18.3%",,217,"21.0%",,0.57,0.29,0.17
"Jelly","Kwangdong Freecs","Support",23,"30%","61%",9,72,137,2,"67.3%","4.1%","22.2%","22%",-4,-42,-0.7,1.7,"5.4%",115,"7.6%",,106,"10.0%",,1.48,0.47,0.32
"Joker","Liiv SANDBOX","Support",44,"64%","55%",20,132,301,2.4,"66.0%","4.1%","28.8%","23%",63,104,0.6,1.9,"5.9%",145,"8.1%",,144,"11.9%",,1.87,0.53,0.45
"Kellin","Jin Air Green Wings","Support",22,"5%","32%",2,67,94,1.4,"63.6%","1.3%","25.1%","18%",-148,-191,-0.7,1.6,"5.2%",91,"6.5%",,102,"10.1%",,1.42,0.5,0.25
"Key","Hanwha Life Esports","Support",41,"49%","51%",24,101,257,2.8,"72.6%","6.2%","23.3%","15%",173,-4,3.1,1.9,"6.4%",113,"7.5%",,135,"12.0%",,1.65,0.49,0.41
"Khan","SK Telecom T1","Top",44,"70%","59%",115,74,192,4.1,"60.2%","22.5%","20.7%","30%",72,-27,0,8.9,"25.9%",465,"26.0%",,284,"23.4%",,0.57,0.25,0.19
"Kiin","Kwangdong Freecs","Top",43,"33%","51%",114,103,144,2.5,"61.0%","27.0%","17.4%","21%",151,101,5,8.6,"26.8%",426,"26.8%",,260,"24.6%",,0.53,0.23,0.24
"Kingen","KT Rolster","Top",13,"38%","62%",35,36,60,2.6,"60.5%","22.3%","17.6%","8%",-92,74,0.7,8.8,"28.4%",409,"25.5%",,273,"24.3%",,0.45,0.23,0.23
"Lava","Hanwha Life Esports","Middle",22,"41%","55%",51,44,77,2.9,"73.6%","29.3%","19.4%","14%",-77,-110,-4.2,8.5,"23.4%",380,"28.0%",,241,"22.3%",,0.5,0.29,0.31
"Lehends","Griffin","Support",39,"79%","49%",35,46,348,8.3,"70.1%","6.4%","20.2%","49%",164,190,-0.5,1.9,"5.4%",161,"9.5%",,150,"11.6%",,1.58,0.43,0.38
"Life","Gen.G","Support",44,"36%","57%",28,112,253,2.5,"73.9%","7.4%","24.2%","27%",-82,-59,0.6,1.6,"5.1%",114,"7.5%",,123,"11.0%",,1.62,0.47,0.22
"Lindarang","Jin Air Green Wings","Top",28,"11%","57%",33,66,53,1.3,"56.6%","21.7%","20.7%","21%",-16,-3,-2.6,8,"23.8%",310,"24.1%",,217,"22.7%",,0.5,0.19,0.12
"Malrang","Jin Air Green Wings","Jungle",24,"4%","42%",28,29,61,3.1,"77.4%","24.3%","10.2%","38%",-212,-352,-9.7,4.6,"12.3%",166,"12.9%",,154,"16.1%",,0.86,0.4,0.52
"Mata","SK Telecom T1","Support",44,"70%","45%",29,87,313,3.9,"67.1%","5.7%","24.3%","27%",-19,62,-0.1,1.7,"5.1%",105,"6.0%",,128,"10.6%",,1.73,0.52,0.33
"MooJin","Hanwha Life Esports","Jungle",3,"67%","0%",5,9,24,3.2,"87.9%","15.2%","36.0%","67%",-87,-108,1.3,4,"9.0%",173,"10.9%",,170,"14.5%",,1.01,0.48,0.51
"Naehyun","Kingzone DragonX","Middle",3,"33%","67%",13,8,14,3.4,"73.0%","35.1%","17.0%","67%",-118,-190,-7.3,7.4,"22.7%",351,"21.2%",,241,"23.7%",,0.6,0.31,0.2
"Nova","Jin Air Green Wings","Support",16,"13%","38%",4,49,57,1.2,"62.2%","4.1%","25.8%","25%",-64,-142,0.2,2,"6.9%",109,"8.4%",,108,"10.5%",,1.62,0.48,0.44
"Nuclear","Dplus KIA","ADC",41,"59%","46%",129,61,206,5.5,"70.1%","27.0%","14.2%","15%",8,-39,-0.9,10.1,"29.9%",450,"25.8%",,306,"25.5%",,0.39,0.13,0.43
"Nuguri","Dplus KIA","Top",30,"63%","57%",101,82,127,2.8,"64.6%","28.6%","26.7%","17%",126,-1,5.4,9.6,"27.9%",535,"30.3%",,308,"25.2%",,0.47,0.13,0.25
"OnFleek","Liiv SANDBOX","Jungle",43,"65%","49%",104,90,214,3.5,"66.8%","21.8%","20.4%","37%",52,25,3.3,5.8,"15.9%",256,"14.4%",,215,"17.7%",,0.61,0.36,0.61
"PawN","Kingzone DragonX","Middle",36,"72%","58%",100,64,179,4.4,"62.6%","22.4%","18.9%","17%",61,43,-6.9,8.6,"24.2%",379,"21.0%",,270,"22.1%",,0.59,0.34,0.31
"Peanut","Gen.G","Jungle",44,"36%","50%",48,94,207,2.7,"67.1%","12.6%","20.3%","32%",14,16,-0.4,5,"13.5%",174,"11.5%",,172,"15.7%",,0.93,0.35,0.6
"Prince","Dplus KIA","ADC",1,"100%","0%",2,2,2,2,"50.0%","25.0%","25.0%","0%",109,5,-7,9.8,"28.7%",609,"33.7%",,299,"24.9%",,0.54,0.29,0.49
"Proud","Kwangdong Freecs","Support",7,"29%","43%",3,13,51,4.2,"80.6%","4.5%","14.4%","14%",-290,-171,-5.1,1,"4.1%",111,"6.7%",,114,"11.1%",,1.82,0.56,0.46
"Punch","Dplus KIA","Jungle",14,"64%","43%",24,27,91,4.3,"75.7%","15.8%","19.6%","43%",-16,-24,5.5,5.2,"13.0%",180,"10.4%",,192,"16.3%",,1.12,0.42,0.53
"Rascal","Kingzone DragonX","Top",39,"69%","44%",95,84,177,3.2,"56.3%","19.7%","21.8%","15%",-161,-118,-7.8,8.2,"24.1%",376,"21.3%",,261,"21.7%",,0.58,0.23,0.22
"Roach","Gen.G","Middle",5,"60%","40%",8,8,23,3.9,"59.6%","15.4%","21.6%","20%",-169,6,-8.8,8.7,"24.1%",264,"17.5%",,255,"21.6%",,0.48,0.24,0.24
"Roach","Gen.G","Top",20,"35%","40%",50,34,72,3.6,"69.7%","28.6%","15.2%","25%",29,87,-0.5,8.7,"26.3%",330,"20.4%",,264,"24.0%",,0.58,0.22,0.31
"Route","Jin Air Green Wings","ADC",35,"9%","49%",69,73,73,1.9,"59.2%","28.8%","17.4%","17%",-50,4,0.5,9.9,"32.0%",447,"30.7%",,276,"27.6%",,0.42,0.2,0.43
"Ruler","Gen.G","ADC",44,"36%","61%",149,69,144,4.2,"77.1%","39.2%","14.9%","27%",-7,-52,-1.5,10.6,"33.6%",539,"34.9%",,322,"29.3%",,0.47,0.2,0.53
"Sangyoon","Hanwha Life Esports","ADC",41,"49%","54%",120,68,157,4.1,"71.6%","31.0%","15.7%","10%",-64,7,-2.9,10.2,"33.7%",460,"29.9%",,307,"27.7%",,0.37,0.13,0.4
"Score","KT Rolster","Jungle",28,"32%","46%",62,77,146,2.7,"73.0%","21.8%","20.6%","39%",-48,22,-0.8,4.8,"12.4%",223,"14.0%",,180,"16.7%",,0.82,0.33,0.56
"Seize","Jin Air Green Wings","Jungle",14,"14%","57%",28,40,48,1.9,"56.7%","20.9%","23.0%","43%",-130,-216,-3.1,4.4,"10.7%",202,"12.5%",,155,"15.0%",,0.84,0.45,0.48
"ShowMaker","Dplus KIA","Middle",42,"60%","50%",122,76,221,4.5,"70.6%","25.1%","17.4%","7%",-42,46,0.3,8.8,"23.8%",439,"25.4%",,271,"22.6%",,0.52,0.24,0.24
"Smeb","KT Rolster","Top",29,"28%","48%",60,81,105,2,"60.9%","22.1%","22.0%","7%",-136,-108,-2.8,8.1,"24.7%",412,"25.1%",,238,"22.6%",,0.5,0.18,0.16
"SnowFlower","KT Rolster","Support",42,"31%","55%",22,125,277,2.4,"69.9%","5.1%","21.8%","24%",-76,-111,-2.7,1.7,"6.1%",126,"8.0%",,121,"10.9%",,1.48,0.44,0.44
"SoHwan","Hanwha Life Esports","Top",5,"40%","40%",8,14,19,1.9,"60.0%","17.8%","24.1%","40%",84,-136,-3.2,8.1,"22.8%",303,"20.9%",,243,"22.7%",,0.45,0.14,0.19
"Spirit","Kwangdong Freecs","ADC",5,"40%","20%",6,12,34,3.3,"71.4%","10.7%","20.0%","40%",-121,384,-5.8,6.8,"20.1%",366,"21.6%",,191,"18.5%",,0.67,0.32,0.32
"Spirit","Kwangdong Freecs","Jungle",5,"0%","60%",5,16,8,0.8,"68.4%","26.3%","21.1%","20%",29,44,-0.4,5,"13.4%",222,"16.5%",,155,"16.7%",,0.76,0.37,0.38
"Spirit","Kwangdong Freecs","Support",4,"50%","25%",4,20,48,2.6,"86.7%","6.7%","36.4%","50%",-571,226,-9.3,0.7,"2.3%",218,"11.2%",,106,"9.4%",,1.21,0.47,0.36
"Ssol","Kwangdong Freecs","ADC",9,"22%","67%",20,26,39,2.3,"68.6%","23.3%","17.9%","11%",-268,-201,-5.2,10.1,"33.6%",485,"28.0%",,288,"27.4%",,0.38,0.14,0.49
"SSUN","Kwangdong Freecs","Middle",15,"40%","27%",23,47,83,2.3,"63.5%","13.8%","22.0%","13%",-204,-141,-3.8,7.7,"22.5%",331,"21.4%",,218,"20.5%",,0.6,0.39,0.24
"Stitch","Jin Air Green Wings","ADC",3,"0%","67%",1,6,2,0.5,"33.3%","11.1%","16.2%","0%",-200,-18,-10.3,9.3,"29.1%",288,"26.4%",,232,"25.2%",,0.39,0.13,0.4
"Summit","Liiv SANDBOX","Top",43,"65%","35%",118,82,177,3.6,"62.0%","24.8%","18.6%","16%",62,132,5.7,9,"25.3%",457,"25.5%",,277,"23.0%",,0.49,0.18,0.22
"Sw0rd","Griffin","Top",39,"79%","59%",106,67,153,3.9,"47.4%","19.4%","29.4%","18%",-36,-3,-1.6,8.9,"24.0%",345,"20.2%",,275,"21.5%",,0.5,0.17,0.21
"TaNa","Jin Air Green Wings","Top",6,"0%","67%",17,20,18,1.8,"71.4%","34.7%","21.7%","0%",-57,-147,-1.5,8.7,"27.6%",411,"27.2%",,260,"26.5%",,0.53,0.21,0.18
"Tarzan","Griffin","Jungle",39,"79%","64%",128,45,283,9.1,"75.3%","23.4%","19.7%","62%",221,162,1.1,5.5,"14.0%",294,"17.1%",,221,"17.3%",,0.92,0.47,0.47
"Teddy","SK Telecom T1","ADC",44,"70%","41%",161,46,179,7.4,"66.7%","31.6%","12.8%","23%",24,-57,0.5,10.7,"31.8%",570,"31.0%",,333,"27.3%",,0.46,0.18,0.35
"Tempt","Hanwha Life Esports","Middle",19,"58%","53%",62,27,93,5.7,"72.8%","29.1%","13.0%","32%",144,126,3.9,8.7,"24.5%",470,"27.5%",,263,"23.1%",,0.47,0.26,0.26
"Test Sup","Kwangdong Freecs","Support",9,"33%","56%",4,28,48,1.9,"65.8%","5.1%","22.6%","11%",-11,58,1.1,1.7,"5.3%",124,"8.5%",,98,"9.2%",,1.82,0.55,0.25
"Thal","Hanwha Life Esports","Top",36,"50%","44%",66,69,147,3.1,"62.3%","19.3%","18.4%","14%",-61,-43,-0.7,8.5,"25.8%",349,"22.8%",,254,"22.8%",,0.49,0.18,0.25
"TusiN","Kingzone DragonX","Support",39,"69%","54%",30,76,316,4.6,"71.6%","6.2%","19.7%","31%",78,46,2.2,1.9,"6.1%",127,"7.1%",,143,"11.7%",,1.68,0.51,0.37
"ucal","Kwangdong Freecs","Middle",22,"27%","64%",42,65,99,2.2,"65.6%","19.5%","22.0%","18%",145,-34,5.8,8.2,"24.4%",361,"21.9%",,226,"22.0%",,0.61,0.35,0.2
"UmTi","KT Rolster","Jungle",14,"29%","21%",22,45,63,1.9,"59.4%","15.4%","22.6%","7%",-61,77,4.7,5,"14.2%",206,"12.5%",,174,"16.0%",,0.79,0.37,0.53
"Viper","Griffin","ADC",39,"79%","44%",143,37,179,8.7,"59.0%","26.2%","16.2%","41%",198,33,6.3,10.6,"30.1%",464,"26.9%",,331,"25.7%",,0.42,0.12,0.4
"Wizer","Liiv SANDBOX","Top",1,"0%","0%",0,3,3,1,"30.0%","0.0%","16.7%","0%",-51,191,12,9.8,"32.6%",452,"23.5%",,246,"22.9%",,0.46,0.19,0.36
"Yaharong","Jin Air Green Wings","Middle",33,"9%","58%",55,78,97,1.9,"66.1%","23.9%","19.5%","24%",-88,-120,-3,8.9,"26.5%",371,"27.0%",,235,"23.8%",,0.47,0.2,0.18
"Zenit","KT Rolster","ADC",26,"35%","54%",72,63,102,2.8,"66.4%","27.5%","18.9%","23%",6,70,2.4,9.6,"30.5%",508,"29.4%",,283,"25.9%",,0.36,0.18,0.3
