MVP,K,D,A,KDA,KP,KS%,DTH%,FB%,GD10,XPD10,CSD10,CSPM,CS%P15,DPM,DMG%,EGPM,GOLD%,WPM,CWPM,WCPM
0.00,11.00,83.00,217.00,2.70,0.65,0.03,0.25,0.29,55.00,58.00,9.70,1.90,0.05,140.00,0.08,104.00,0.09,1.42,0.57,0.32
100.00,102.00,93.00,219.00,3.50,0.67,0.21,0.18,0.15,49.00,-11.00,5.70,9.70,0.32,456.00,0.26,283.00,0.27,0.81,0.21,0.45
400.00,100.00,118.00,190.00,2.50,0.60,0.21,0.23,0.15,-298.00,-183.00,-9.10,7.70,0.22,395.00,0.23,228.00,0.21,0.46,0.26,0.24
100.00,49.00,73.00,79.00,1.80,0.62,0.24,0.21,0.29,-123.00,-17.00,-3.50,8.20,0.23,334.00,0.19,236.00,0.22,0.32,0.19,0.17
100.00,17.00,75.00,148.00,2.20,0.70,0.07,0.21,0.13,54.00,215.00,0.60,1.30,0.03,141.00,0.08,97.00,0.09,1.62,0.56,0.40
0.00,30.00,116.00,366.00,3.40,0.67,0.05,0.23,0.15,65.00,-48.00,-1.40,1.20,0.03,152.00,0.08,101.00,0.09,1.77,0.47,0.41
100.00,33.00,107.00,315.00,3.30,0.69,0.07,0.24,0.23,120.00,7.00,4.40,1.70,0.04,148.00,0.08,111.00,0.10,1.82,0.68,0.33
800.00,128.00,134.00,263.00,2.90,0.64,0.21,0.26,0.21,-13.00,46.00,0.80,7.80,0.24,537.00,0.26,267.00,0.23,0.42,0.22,0.23
900.00,107.00,99.00,218.00,3.30,0.61,0.20,0.20,0.24,241.00,166.00,9.70,8.80,0.27,515.00,0.27,274.00,0.25,0.40,0.22,0.34
400.00,66.00,117.00,160.00,1.90,0.60,0.17,0.19,0.12,-88.00,-19.00,-1.00,8.30,0.24,453.00,0.25,240.00,0.23,0.42,0.18,0.22
900.00,125.00,85.00,201.00,3.80,0.71,0.27,0.18,0.27,-45.00,51.00,0.90,9.10,0.27,480.00,0.27,269.00,0.25,0.46,0.22,0.32
100.00,25.00,100.00,347.00,3.70,0.70,0.05,0.20,0.26,62.00,45.00,2.90,1.40,0.03,126.00,0.07,97.00,0.09,1.64,0.52,0.40
400.00,167.00,85.00,227.00,4.60,0.74,0.32,0.17,0.26,16.00,75.00,-3.10,9.10,0.29,512.00,0.28,289.00,0.26,0.93,0.21,0.47
300.00,18.00,126.00,371.00,3.10,0.64,0.03,0.26,0.30,-63.00,-20.00,-0.40,1.00,0.02,108.00,0.06,92.00,0.08,1.69,0.58,0.34
200.00,44.00,16.00,50.00,5.90,0.68,0.32,0.15,0.60,-229.00,-282.00,-9.80,5.60,0.17,310.00,0.16,218.00,0.19,0.50,0.34,0.28
0.00,44.00,62.00,87.00,2.10,0.56,0.19,0.21,0.18,-61.00,7.00,-1.70,7.80,0.23,369.00,0.20,234.00,0.22,0.37,0.24,0.28
100.00,85.00,79.00,158.00,3.10,0.67,0.23,0.21,0.32,-107.00,-162.00,-13.00,8.40,0.28,446.00,0.24,270.00,0.25,0.56,0.20,0.42
300.00,54.00,42.00,104.00,3.80,0.72,0.24,0.20,0.57,40.00,-39.00,-1.30,5.60,0.15,296.00,0.17,211.00,0.18,0.48,0.27,0.44
600.00,135.00,84.00,264.00,4.80,0.68,0.23,0.16,0.28,21.00,119.00,2.80,6.70,0.20,353.00,0.18,230.00,0.21,0.49,0.28,0.55
0.00,14.00,60.00,88.00,1.70,0.70,0.10,0.22,0.11,-108.00,160.00,1.70,1.20,0.02,123.00,0.07,80.00,0.08,1.57,0.48,0.35
200.00,154.00,80.00,181.00,4.20,0.65,0.30,0.14,0.11,8.00,57.00,6.10,9.80,0.31,463.00,0.25,294.00,0.26,0.70,0.18,0.43
200.00,116.00,151.00,169.00,1.90,0.74,0.30,0.24,0.26,15.00,14.00,2.50,6.60,0.18,383.00,0.22,215.00,0.21,0.51,0.29,0.44
0.00,25.00,49.00,86.00,2.30,0.65,0.15,0.18,0.10,-141.00,-62.00,-1.50,8.90,0.25,380.00,0.22,239.00,0.23,0.51,0.30,0.27
500.00,140.00,91.00,205.00,3.80,0.65,0.27,0.22,0.38,102.00,5.00,-2.50,8.70,0.27,442.00,0.23,281.00,0.25,0.44,0.25,0.32
300.00,123.00,124.00,236.00,2.90,0.61,0.21,0.24,0.17,-178.00,-178.00,-5.80,7.80,0.23,516.00,0.25,249.00,0.22,0.41,0.18,0.29
500.00,183.00,73.00,211.00,5.40,0.65,0.30,0.15,0.15,54.00,25.00,1.70,10.10,0.33,573.00,0.31,312.00,0.27,0.75,0.23,0.57
700.00,123.00,52.00,190.00,6.00,0.67,0.26,0.13,0.12,81.00,1.00,2.10,8.40,0.25,507.00,0.23,280.00,0.24,0.53,0.24,0.34
800.00,121.00,148.00,214.00,2.30,0.65,0.24,0.26,0.28,29.00,73.00,2.30,8.40,0.25,470.00,0.27,262.00,0.24,0.37,0.21,0.35
0.00,60.00,58.00,81.00,2.40,0.60,0.25,0.16,0.17,2.00,-58.00,0.70,9.70,0.31,473.00,0.27,282.00,0.26,0.63,0.20,0.50
300.00,60.00,27.00,113.00,6.40,0.71,0.25,0.13,0.26,235.00,93.00,-5.20,8.30,0.28,546.00,0.29,283.00,0.25,0.89,0.20,0.48
400.00,105.00,96.00,232.00,3.50,0.73,0.23,0.20,0.43,80.00,90.00,1.80,6.10,0.17,301.00,0.17,202.00,0.19,0.56,0.39,0.49
100.00,25.00,134.00,310.00,2.50,0.68,0.05,0.24,0.23,-9.00,-38.00,-1.30,1.10,0.03,135.00,0.07,92.00,0.08,1.62,0.56,0.43
100.00,46.00,40.00,76.00,3.10,0.73,0.27,0.20,0.38,-31.00,-97.00,-2.40,5.70,0.15,263.00,0.15,202.00,0.18,0.56,0.42,0.37
100.00,37.00,47.00,61.00,2.10,0.79,0.30,0.25,0.18,-93.00,24.00,5.20,5.30,0.14,432.00,0.22,198.00,0.19,0.37,0.33,0.23
0.00,4.00,52.00,115.00,2.30,0.60,0.02,0.24,0.28,-174.00,-109.00,-3.90,1.10,0.03,123.00,0.07,84.00,0.08,1.59,0.51,0.39
