MVP,K,D,A,KDA,KP,KS%,DTH%,FB%,GD10,XPD10,CSD10,CSPM,CS%P15,DPM,DMG%,EGPM,GOLD%,WPM,CWPM,WCPM
1000,196.00,89.00,223.00,4.70,0.66,0.31,0.24,0.21,52.00,82.00,1.40,9.30,0.27,560.00,0.25,306.00,0.24,0.46,0.09,0.18
400,143.00,97.00,192.00,3.50,0.67,0.29,0.17,0.20,-127.00,-95.00,-6.00,8.80,0.28,493.00,0.25,266.00,0.24,0.56,0.13,0.20
300,115.00,96.00,194.00,3.20,0.71,0.26,0.20,0.11,-154.00,-109.00,-5.90,9.00,0.29,465.00,0.26,261.00,0.24,0.38,0.09,0.20
0,29.00,134.00,301.00,2.50,0.66,0.06,0.24,0.24,-26.00,101.00,-0.90,0.80,0.03,237.00,0.12,127.00,0.11,1.45,0.35,0.42
200,18.00,111.00,227.00,2.20,0.70,0.05,0.22,0.22,-46.00,-59.00,-1.30,0.90,0.04,234.00,0.14,121.00,0.11,1.58,0.40,0.48
1100,109.00,57.00,132.00,4.20,0.69,0.31,0.23,0.60,250.00,223.00,2.00,5.90,0.18,305.00,0.16,258.00,0.21,0.75,0.23,0.36
700,91.00,64.00,235.00,5.10,0.63,0.18,0.20,0.27,-10.00,-31.00,-2.60,9.00,0.27,559.00,0.24,288.00,0.22,0.48,0.07,0.11
600,129.00,129.00,207.00,2.60,0.64,0.24,0.21,0.18,-162.00,-182.00,-5.00,8.00,0.24,478.00,0.24,250.00,0.22,0.54,0.13,0.21
200,49.00,87.00,160.00,2.40,0.59,0.14,0.19,0.19,-83.00,-107.00,-3.50,7.60,0.23,350.00,0.19,211.00,0.20,0.52,0.08,0.11
300,33.00,140.00,344.00,2.70,0.67,0.06,0.22,0.23,-29.00,-157.00,-0.40,1.10,0.04,211.00,0.11,135.00,0.12,1.55,0.46,0.66
0,121.00,63.00,230.00,5.60,0.66,0.23,0.13,0.09,-141.00,-64.00,-4.10,9.30,0.30,471.00,0.25,279.00,0.24,0.49,0.13,0.32
700,161.00,98.00,204.00,3.70,0.68,0.30,0.20,0.20,-31.00,93.00,0.20,8.70,0.25,483.00,0.26,268.00,0.23,0.56,0.13,0.25
200,136.00,96.00,186.00,3.40,0.65,0.27,0.16,0.20,14.00,-21.00,2.70,8.70,0.27,485.00,0.26,254.00,0.24,0.55,0.12,0.23
100,27.00,51.00,98.00,2.50,0.60,0.13,0.19,0.21,-48.00,-96.00,-3.60,7.50,0.23,341.00,0.20,219.00,0.20,0.60,0.16,0.09
200,126.00,104.00,232.00,3.40,0.68,0.24,0.17,0.22,-188.00,-196.00,-4.90,8.60,0.28,481.00,0.24,265.00,0.23,0.35,0.07,0.19
800,94.00,109.00,242.00,3.10,0.63,0.18,0.23,0.15,-11.00,104.00,3.60,9.00,0.28,422.00,0.23,261.00,0.23,0.50,0.06,0.12
200,33.00,101.00,333.00,3.60,0.62,0.06,0.21,0.30,75.00,66.00,-1.70,0.80,0.03,182.00,0.09,140.00,0.12,1.61,0.46,0.47
800,58.00,122.00,301.00,2.90,0.68,0.11,0.19,0.22,60.00,188.00,4.50,1.30,0.05,212.00,0.11,147.00,0.13,1.21,0.24,0.37
1100,207.00,155.00,208.00,2.70,0.74,0.37,0.25,0.19,61.00,-131.00,2.00,9.30,0.29,565.00,0.30,290.00,0.25,0.58,0.15,0.19
0,43.00,36.00,98.00,3.90,0.65,0.20,0.19,0.19,-43.00,-87.00,0.20,4.90,0.14,304.00,0.15,223.00,0.18,0.95,0.25,0.35
600,154.00,108.00,211.00,3.40,0.62,0.26,0.22,0.27,7.00,132.00,-1.20,8.70,0.27,510.00,0.24,276.00,0.23,0.50,0.14,0.23
600,133.00,65.00,199.00,5.10,0.65,0.26,0.20,0.39,133.00,45.00,0.00,5.30,0.15,294.00,0.14,242.00,0.19,0.72,0.12,0.38
800,129.00,110.00,195.00,2.90,0.65,0.26,0.19,0.24,148.00,4.00,5.70,9.20,0.28,526.00,0.27,274.00,0.24,0.44,0.09,0.20
500,95.00,135.00,175.00,2.00,0.70,0.25,0.24,0.29,18.00,-17.00,-2.60,4.40,0.12,237.00,0.14,190.00,0.18,1.01,0.28,0.48
100,53.00,121.00,169.00,1.80,0.58,0.14,0.21,0.09,-121.00,-14.00,-4.40,8.00,0.24,315.00,0.19,217.00,0.21,0.54,0.09,0.13
200,107.00,51.00,159.00,5.20,0.64,0.26,0.17,0.12,33.00,53.00,-1.30,9.00,0.27,486.00,0.24,286.00,0.23,0.38,0.13,0.21
200,136.00,89.00,239.00,4.20,0.67,0.24,0.14,0.19,-155.00,-21.00,-6.60,8.90,0.29,463.00,0.24,270.00,0.24,0.37,0.12,0.16
900,167.00,90.00,243.00,4.60,0.70,0.28,0.18,0.48,103.00,-5.00,-1.50,5.00,0.15,331.00,0.16,237.00,0.20,0.74,0.21,0.38
100,69.00,98.00,164.00,2.40,0.68,0.20,0.22,0.39,3.00,-84.00,-0.30,4.40,0.13,306.00,0.17,194.00,0.18,0.91,0.31,0.40
0,45.00,57.00,163.00,3.60,0.59,0.13,0.16,0.14,159.00,46.00,2.60,8.60,0.25,363.00,0.19,251.00,0.21,0.48,0.07,0.09
500,116.00,110.00,252.00,3.30,0.62,0.20,0.23,0.32,124.00,31.00,2.20,8.50,0.27,497.00,0.24,263.00,0.22,0.54,0.10,0.13
200,40.00,146.00,299.00,2.30,0.68,0.08,0.25,0.25,1.00,-108.00,-0.20,1.00,0.03,211.00,0.11,126.00,0.11,1.42,0.47,0.44
200,24.00,34.00,64.00,2.60,0.62,0.17,0.25,0.17,11.00,9.00,1.10,8.10,0.25,477.00,0.24,242.00,0.21,0.56,0.10,0.13
500,99.00,82.00,197.00,3.60,0.70,0.24,0.21,0.32,-39.00,117.00,0.30,4.90,0.15,278.00,0.15,219.00,0.19,0.94,0.32,0.41
220,104.00,99.00,167.00,2.70,0.70,0.27,0.17,0.20,9.00,73.00,-1.20,9.70,0.31,505.00,0.29,271.00,0.26,0.32,0.06,0.22
100,131.00,82.00,214.00,4.20,0.69,0.26,0.14,0.16,12.00,105.00,3.60,9.80,0.32,522.00,0.28,281.00,0.26,0.45,0.09,0.23
700,149.00,92.00,161.00,3.40,0.71,0.34,0.19,0.16,39.00,7.00,3.30,9.10,0.29,483.00,0.26,266.00,0.25,0.53,0.16,0.18
100,26.00,88.00,282.00,3.50,0.71,0.06,0.19,0.09,-98.00,-115.00,-1.30,0.80,0.03,202.00,0.11,123.00,0.11,1.50,0.36,0.42
100,35.00,110.00,329.00,3.30,0.68,0.07,0.23,0.11,-23.00,-51.00,0.40,0.90,0.03,186.00,0.10,136.00,0.12,1.58,0.40,0.44
400,104.00,129.00,178.00,2.20,0.66,0.24,0.24,0.41,-156.00,-80.00,-2.20,4.90,0.15,286.00,0.15,198.00,0.18,0.86,0.21,0.42
300,31.00,76.00,390.00,5.50,0.66,0.05,0.20,0.12,61.00,133.00,0.10,1.10,0.04,225.00,0.10,149.00,0.12,1.28,0.38,0.60
