MVP,K,D,A,KDA,KP,KS%,DTH%,FB%,GD10,XPD10,CSD10,CSPM,CS%P15,DPM,DMG%,EGPM,GOLD%,WPM,CWPM,WCPM
300.00,80.00,101.00,346.00,4.20,0.76,0.14,0.21,0.46,7.00,124.00,3.30,3.40,0.12,249.00,0.13,184.00,0.18,0.87,0.10,0.40
0.00,65.00,79.00,118.00,2.30,0.66,0.23,0.21,0.28,-77.00,-144.00,-3.80,6.40,0.23,371.00,0.21,191.00,0.21,0.56,0.09,0.09
200.00,173.00,62.00,270.00,7.10,0.74,0.29,0.15,0.23,0.00,-1.00,-0.40,8.20,0.27,549.00,0.31,256.00,0.25,0.21,0.06,0.25
200.00,168.00,68.00,237.00,6.00,0.60,0.25,0.17,0.15,93.00,139.00,2.30,8.40,0.28,567.00,0.27,275.00,0.24,0.20,0.05,0.16
300.00,86.00,69.00,292.00,5.50,0.64,0.15,0.20,0.57,79.00,-45.00,-2.00,3.00,0.10,264.00,0.13,189.00,0.16,0.94,0.11,0.28
0.00,47.00,139.00,200.00,1.80,0.70,0.13,0.20,0.16,-175.00,-76.00,1.40,3.10,0.10,191.00,0.12,142.00,0.16,0.92,0.14,0.35
1000.00,89.00,76.00,285.00,4.90,0.78,0.19,0.21,0.61,83.00,23.00,1.40,3.50,0.12,245.00,0.14,190.00,0.19,0.91,0.16,0.31
100.00,17.00,54.00,183.00,3.70,0.71,0.06,0.23,0.21,-36.00,23.00,-0.40,0.70,0.03,112.00,0.07,86.00,0.09,1.32,0.33,0.31
1200.00,199.00,109.00,274.00,4.30,0.75,0.32,0.19,0.15,8.00,82.00,0.40,8.90,0.31,674.00,0.33,274.00,0.26,0.33,0.08,0.23
0.00,66.00,28.00,78.00,5.10,0.69,0.31,0.16,0.13,-9.00,142.00,1.90,8.90,0.33,511.00,0.28,273.00,0.28,0.23,0.03,0.14
100.00,131.00,116.00,172.00,2.60,0.64,0.28,0.20,0.12,-11.00,73.00,3.70,9.20,0.31,478.00,0.28,259.00,0.26,0.37,0.10,0.28
500.00,86.00,136.00,222.00,2.30,0.65,0.18,0.23,0.16,-9.00,-128.00,-1.80,7.30,0.25,361.00,0.21,213.00,0.22,0.65,0.05,0.08
500.00,116.00,90.00,280.00,4.40,0.65,0.19,0.18,0.27,83.00,132.00,3.90,7.40,0.26,355.00,0.20,224.00,0.22,0.48,0.03,0.05
500.00,50.00,28.00,69.00,4.30,0.63,0.27,0.20,0.08,59.00,145.00,5.30,9.10,0.31,585.00,0.27,285.00,0.26,0.16,0.05,0.29
100.00,88.00,108.00,253.00,3.20,0.73,0.19,0.19,0.19,-131.00,-57.00,-1.10,3.30,0.11,246.00,0.14,171.00,0.17,0.97,0.12,0.36
0.00,20.00,53.00,47.00,1.30,0.52,0.16,0.28,0.23,-188.00,-308.00,-9.30,6.70,0.25,344.00,0.19,188.00,0.20,0.43,0.02,0.06
1300.00,166.00,60.00,158.00,5.40,0.67,0.34,0.24,0.34,180.00,182.00,5.40,8.90,0.30,656.00,0.32,296.00,0.25,0.25,0.07,0.20
0.00,13.00,55.00,203.00,3.90,0.73,0.04,0.23,0.33,60.00,88.00,1.40,0.90,0.03,131.00,0.08,98.00,0.09,1.19,0.18,0.29
600.00,143.00,112.00,164.00,2.70,0.68,0.32,0.18,0.17,-26.00,-84.00,-0.80,8.60,0.31,536.00,0.30,245.00,0.27,0.42,0.05,0.15
600.00,138.00,103.00,219.00,3.50,0.75,0.29,0.18,0.14,5.00,127.00,1.50,8.60,0.30,525.00,0.30,256.00,0.26,0.17,0.07,0.21
200.00,124.00,51.00,172.00,5.80,0.72,0.30,0.16,0.24,-22.00,-75.00,-3.50,8.70,0.31,483.00,0.28,256.00,0.26,0.33,0.06,0.16
500.00,186.00,97.00,241.00,4.40,0.71,0.31,0.20,0.25,10.00,-4.00,-1.50,8.70,0.31,525.00,0.30,263.00,0.26,0.51,0.07,0.20
200.00,33.00,122.00,417.00,3.70,0.76,0.06,0.26,0.33,23.00,139.00,-1.30,0.80,0.04,161.00,0.08,110.00,0.11,1.41,0.27,0.25
100.00,43.00,31.00,185.00,7.40,0.75,0.14,0.17,0.53,-9.00,-167.00,-3.90,3.00,0.11,260.00,0.12,181.00,0.16,1.15,0.13,0.27
300.00,26.00,133.00,313.00,2.50,0.75,0.06,0.21,0.21,-70.00,-15.00,0.00,0.70,0.03,122.00,0.07,83.00,0.09,1.40,0.25,0.34
