MVP,K,D,A,KDA,KP,KS%,DTH%,FB%,GD10,XPD10,CSD10,CSPM,CS%P15,DPM,DMG%,EGPM,GOLD%,WPM,CWPM,WCPM
300.00,69.00,143.00,234.00,2.10,0.69,0.16,0.21,0.21,-110.00,-37.00,-3.70,6.70,0.23,343.00,0.20,198.00,0.21,0.60,0.08,0.08
700.00,192.00,72.00,241.00,6.00,0.73,0.33,0.15,0.24,-45.00,-33.00,-3.90,8.60,0.30,573.00,0.29,268.00,0.26,0.33,0.08,0.28
300.00,90.00,138.00,262.00,2.60,0.73,0.19,0.19,0.41,72.00,135.00,2.00,3.50,0.12,219.00,0.13,174.00,0.18,1.03,0.10,0.36
200.00,13.00,83.00,120.00,1.60,0.62,0.06,0.23,0.18,-79.00,7.00,-2.10,0.80,0.03,135.00,0.07,85.00,0.09,1.34,0.25,0.33
600.00,40.00,105.00,417.00,4.40,0.75,0.07,0.21,0.36,9.00,-142.00,1.50,0.80,0.03,147.00,0.07,103.00,0.10,1.30,0.26,0.32
600.00,168.00,85.00,249.00,4.90,0.62,0.25,0.22,0.37,247.00,174.00,7.60,8.40,0.29,512.00,0.25,274.00,0.24,0.62,0.06,0.07
900.00,156.00,159.00,190.00,2.20,0.72,0.33,0.22,0.22,28.00,-28.00,0.40,8.70,0.30,561.00,0.33,253.00,0.27,0.34,0.10,0.20
700.00,162.00,71.00,200.00,5.10,0.71,0.32,0.22,0.28,96.00,20.00,3.80,9.10,0.31,553.00,0.30,273.00,0.26,0.40,0.08,0.17
400.00,118.00,95.00,144.00,2.80,0.75,0.34,0.14,0.12,-166.00,-234.00,-5.60,8.60,0.32,466.00,0.28,238.00,0.27,0.19,0.05,0.20
800.00,198.00,76.00,233.00,5.70,0.70,0.32,0.15,0.27,115.00,74.00,2.90,8.80,0.31,532.00,0.30,277.00,0.27,0.10,0.01,0.16
300.00,16.00,50.00,206.00,4.40,0.72,0.05,0.29,0.52,68.00,-89.00,0.50,0.80,0.03,113.00,0.07,103.00,0.10,1.45,0.20,0.37
300.00,95.00,38.00,143.00,6.30,0.80,0.32,0.17,0.31,39.00,-55.00,-0.70,8.80,0.31,494.00,0.30,262.00,0.27,0.11,0.03,0.20
400.00,160.00,97.00,273.00,4.50,0.73,0.27,0.20,0.26,-17.00,-200.00,0.60,8.50,0.30,571.00,0.29,264.00,0.25,0.20,0.03,0.22
100.00,24.00,126.00,392.00,3.30,0.68,0.04,0.25,0.36,16.00,-4.00,0.40,0.90,0.03,123.00,0.07,98.00,0.09,1.39,0.27,0.41
100.00,87.00,86.00,134.00,2.60,0.68,0.27,0.18,0.16,6.00,-84.00,1.80,9.00,0.33,517.00,0.30,256.00,0.27,0.12,0.03,0.23
100.00,133.00,116.00,173.00,2.60,0.64,0.28,0.16,0.13,4.00,-96.00,-0.20,8.70,0.31,466.00,0.26,250.00,0.26,0.14,0.07,0.17
200.00,91.00,127.00,149.00,1.90,0.70,0.27,0.20,0.02,-203.00,-170.00,-5.50,8.50,0.31,499.00,0.30,228.00,0.26,0.43,0.08,0.20
200.00,79.00,76.00,352.00,5.70,0.72,0.13,0.18,0.50,17.00,-81.00,-2.10,3.00,0.10,211.00,0.12,170.00,0.16,0.91,0.12,0.32
100.00,19.00,133.00,172.00,1.40,0.69,0.07,0.25,0.06,-45.00,-45.00,-0.30,0.90,0.04,123.00,0.08,80.00,0.09,1.30,0.18,0.28
400.00,102.00,88.00,254.00,4.00,0.64,0.18,0.19,0.26,1.00,-21.00,-0.60,7.60,0.26,396.00,0.19,235.00,0.22,0.59,0.05,0.05
1000.00,117.00,94.00,299.00,4.40,0.70,0.20,0.20,0.33,98.00,116.00,4.70,7.10,0.25,440.00,0.22,225.00,0.22,0.47,0.08,0.08
100.00,27.00,174.00,309.00,1.90,0.70,0.06,0.24,0.24,-1.00,-8.00,0.10,0.90,0.04,144.00,0.08,89.00,0.09,1.15,0.22,0.38
100.00,61.00,135.00,164.00,1.70,0.67,0.18,0.22,0.05,-184.00,-158.00,-4.60,6.70,0.23,389.00,0.23,182.00,0.21,0.59,0.03,0.06
100.00,185.00,118.00,250.00,3.70,0.69,0.29,0.20,0.22,-17.00,182.00,-0.80,8.10,0.28,579.00,0.29,255.00,0.25,0.14,0.03,0.16
1400.00,131.00,82.00,297.00,5.20,0.71,0.22,0.20,0.30,91.00,127.00,2.40,7.90,0.29,359.00,0.20,242.00,0.23,0.76,0.07,0.11
200.00,10.00,45.00,159.00,3.80,0.75,0.04,0.29,0.39,-25.00,95.00,-0.30,0.90,0.03,112.00,0.07,92.00,0.09,1.20,0.24,0.32
200.00,77.00,82.00,271.00,4.20,0.69,0.15,0.21,0.21,-60.00,-16.00,-1.70,6.70,0.23,365.00,0.22,199.00,0.20,0.65,0.08,0.08
200.00,64.00,103.00,217.00,2.70,0.72,0.16,0.21,0.40,-38.00,31.00,0.20,3.10,0.11,242.00,0.14,164.00,0.17,1.14,0.15,0.51
600.00,83.00,108.00,336.00,3.90,0.70,0.14,0.22,0.52,35.00,-17.00,-2.70,2.90,0.10,227.00,0.13,163.00,0.16,0.96,0.11,0.36
200.00,46.00,62.00,149.00,3.10,0.68,0.16,0.21,0.44,114.00,132.00,2.90,3.40,0.12,225.00,0.13,176.00,0.18,1.07,0.12,0.31
600.00,29.00,66.00,445.00,7.20,0.70,0.04,0.17,0.39,84.00,85.00,-1.00,0.90,0.03,103.00,0.05,121.00,0.11,1.25,0.27,0.40
100.00,16.00,40.00,182.00,5.00,0.76,0.06,0.17,0.14,-76.00,-14.00,2.00,0.90,0.03,108.00,0.07,92.00,0.09,1.48,0.27,0.33
