"Player","Team","Pos","GP","W%","CTR%","K","D","A","KDA","KP","KS%","DTH%","FB%","GD10","XPD10","CSD10","CSPM","CS%P15","DPM","DMG%","D%P15","EGPM","GOLD%","STL","WPM","CWPM","WCPM"
"Doran","Gen.G","Top",40,"88%","65%",90,75,227,4.2,"56.2%","16.0%","23.8%","25%",62,72,1.2,8.6,"23.9%",547,"24.5%","22.3%",291,"22.3%",1,0.41,0.24,0.19
"Dove","Liiv SANDBOX","Top",41,"66%","54%",79,86,270,4.1,"63.0%","14.3%","20.2%","20%",-281,-162,-8.5,7.1,"19.5%",459,"22.1%","19.6%",230,"19.8%",0,0.4,0.23,0.19
"Dread","Nongshim RedForce","Jungle",38,"37%","26%",99,88,210,3.5,"70.7%","22.7%","18.8%","45%",-12,-66,-2.7,5.9,"14.5%",260,"12.9%","13.6%",188,"17.3%",9,0.45,0.41,0.44
"DuDu","Hanwha Life Esports","Top",46,"26%","46%",87,127,125,1.7,"61.8%","25.4%","20.2%","17%",56,12,3.8,8.3,"26.2%",464,"27.4%","23.8%",254,"24.8%",0,0.33,0.18,0.23
"Effort","Nongshim RedForce","Support",22,"27%","27%",13,74,157,2.3,"71.4%","5.5%","25.2%","32%",-7,-7,6.7,1.8,"4.1%",148,"7.8%","7.1%",104,"9.8%",0,1.68,0.54,0.39
"Ellim","Kwangdong Freecs","Jungle",42,"31%","50%",73,117,198,2.3,"72.5%","19.5%","23.6%","38%",-171,-167,-5.6,4.4,"10.9%",187,"11.1%","11.6%",154,"15.0%",4,0.48,0.45,0.41
"Faker","T1","Middle",44,"70%","45%",97,85,257,4.2,"65.1%","17.8%","18.6%","27%",90,-13,0.8,8.8,"25.3%",528,"25.5%","26.4%",277,"22.6%",1,0.46,0.21,0.27
"FATE","Kwangdong Freecs","Middle",42,"31%","45%",75,67,194,4,"71.9%","20.1%","13.5%","19%",-67,-27,0.2,8.7,"27.0%",421,"24.6%","25.0%",248,"24.0%",0,0.45,0.24,0.25
"Gamin","BRION","ADC",3,"0%","100%",5,11,8,1.2,"59.1%","22.7%","22.4%","67%",-222,-142,9.7,9,"32.3%",232,"17.0%","16.8%",235,"25.4%",0,0.41,0.11,0.29
"Ghost","Nongshim RedForce","ADC",42,"33%","43%",130,102,188,3.1,"69.0%","28.2%","19.2%","24%",-151,-20,-5.1,8.6,"29.7%",502,"25.0%","26.6%",273,"25.2%",0,0.57,0.19,0.39
"Gumayusi","T1","ADC",44,"70%","57%",155,86,232,4.5,"71.1%","28.5%","18.8%","30%",52,10,4.8,9.1,"30.5%",515,"24.5%","26.3%",318,"26.1%",0,0.55,0.21,0.44
"Hena","BRION","ADC",39,"28%","62%",107,83,135,2.9,"71.6%","31.7%","18.0%","28%",-25,51,4.6,9.8,"31.5%",447,"25.4%","28.0%",291,"26.8%",0,0.47,0.15,0.45
"Hoit","Kwangdong Freecs","Support",24,"33%","63%",17,53,142,3,"73.3%","7.8%","19.6%","21%",134,133,10.5,2.3,"6.6%",168,"9.7%","8.9%",113,"10.6%",1,1.59,0.51,0.4
"Juhan","DRX","Jungle",3,"33%","67%",7,11,11,1.6,"60.0%","23.3%","28.2%","67%",-174,-173,-5.7,7.2,"12.9%",230,"11.9%","12.2%",170,"15.3%",0,0.53,0.57,0.48
"Kael","Liiv SANDBOX","Support",41,"66%","56%",29,94,406,4.6,"78.5%","5.2%","22.1%","27%",-81,-120,-4.1,1,"2.3%",148,"7.1%","6.2%",108,"9.3%",0,1.7,0.54,0.36
"Karis","Hanwha Life Esports","Middle",46,"26%","52%",72,116,163,2,"68.5%","21.0%","18.4%","11%",-207,-85,-4,7.9,"23.3%",425,"24.5%","26.0%",221,"21.8%",0,0.38,0.2,0.26
"Kellin","Dplus KIA","Support",36,"64%","33%",29,70,319,5,"78.0%","6.5%","21.0%","28%",-58,-123,-5.9,0.9,"2.0%",202,"9.4%","8.1%",108,"9.2%",0,1.82,0.53,0.27
"Keria","T1","Support",44,"70%","55%",36,82,334,4.5,"68.0%","6.6%","17.9%","36%",55,56,-0.8,1.8,"4.6%",189,"9.1%","8.3%",125,"10.1%",1,1.8,0.51,0.35
"Kiin","Kwangdong Freecs","Top",42,"31%","52%",72,121,156,1.9,"61.0%","19.3%","24.4%","17%",-4,-37,1.3,8.1,"25.4%",462,"27.3%","24.2%",249,"23.7%",1,0.42,0.23,0.25
"Kingen","DRX","Top",45,"49%","47%",79,104,244,3.1,"60.7%","14.8%","18.6%","9%",-190,-104,-3.2,7.9,"23.0%",496,"24.0%","22.0%",243,"21.7%",1,0.41,0.24,0.25
"Lava","BRION","Middle",42,"26%","52%",88,97,179,2.8,"74.2%","24.4%","19.0%","24%",-6,-70,-2.9,9,"27.0%",514,"30.1%","30.7%",261,"24.4%",1,0.4,0.17,0.34
"Lehends","Gen.G","Support",40,"88%","43%",20,72,383,5.6,"71.5%","3.5%","22.9%","33%",25,100,2.8,1.3,"3.2%",180,"7.8%","6.7%",121,"9.3%",1,1.56,0.45,0.3
"Life","KT Rolster","Support",45,"56%","60%",31,99,397,4.3,"77.1%","5.6%","21.4%","24%",4,51,-7,1,"2.6%",162,"7.9%","6.2%",107,"9.2%",0,1.93,0.42,0.39
"Moham","Kwangdong Freecs","Support",18,"28%","56%",15,47,89,2.2,"66.2%","9.6%","20.9%","33%",93,-111,12.9,1.9,"6.0%",148,"9.0%","8.3%",108,"10.4%",0,1.59,0.49,0.3
"Morgan","BRION","Top",36,"31%","53%",68,83,122,2.3,"59.7%","21.4%","19.6%","14%",-109,-53,-0.5,8.4,"25.3%",409,"23.6%","20.5%",256,"23.8%",0,0.42,0.25,0.28
"Nuguri","Dplus KIA","Top",41,"59%","44%",88,91,200,3.2,"57.5%","17.6%","22.2%","27%",157,47,1.2,8,"24.0%",518,"24.2%","20.6%",259,"22.5%",0,0.35,0.2,0.28
"Oner","T1","Jungle",44,"70%","48%",127,91,277,4.4,"74.3%","23.3%","19.9%","41%",203,143,2.5,6.1,"16.2%",294,"14.0%","14.5%",223,"18.1%",9,0.38,0.25,0.33
"OnFleek","Hanwha Life Esports","Jungle",43,"28%","51%",64,132,159,1.7,"68.0%","19.5%","22.6%","30%",-107,-128,-1.6,5.7,"15.5%",248,"14.3%","15.5%",182,"17.6%",4,0.44,0.37,0.52
"Peanut","Gen.G","Jungle",40,"88%","50%",108,63,260,5.8,"65.2%","19.1%","20.0%","55%",240,185,4.4,6.1,"14.5%",262,"11.6%","11.8%",219,"17.0%",6,0.45,0.3,0.42
"Peter","Nongshim RedForce","Support",1,"0%","0%",0,1,2,2,"66.7%","0.0%","11.1%","0%",-110,-291,-1,0.2,"0.4%",149,"10.2%","6.8%",54,"6.3%",0,1.58,0.36,0.13
"Prince","Liiv SANDBOX","ADC",41,"66%","46%",213,65,193,6.2,"73.3%","38.4%","15.3%","24%",211,185,7.8,10.4,"36.1%",624,"28.9%","31.6%",351,"29.6%",2,0.62,0.15,0.45
"Pyosik","DRX","Jungle",42,"50%","62%",116,100,248,3.6,"72.5%","23.1%","19.2%","29%",0,130,3.5,6,"14.8%",266,"12.5%","12.9%",199,"17.6%",5,0.5,0.45,0.42
"Raptor","BRION","Jungle",3,"33%","33%",3,9,12,1.7,"62.5%","12.5%","29.0%","0%",-104,-8,0.3,5,"13.4%",212,"13.2%","14.3%",162,"15.7%",0,0.43,0.33,0.45
"Rascal","KT Rolster","Top",45,"56%","47%",110,103,244,3.4,"63.8%","19.8%","22.3%","29%",-5,69,-1.2,8.3,"25.0%",451,"21.9%","19.6%",260,"22.7%",0,0.36,0.21,0.29
"Ruler","Gen.G","ADC",40,"88%","45%",213,53,190,7.6,"71.5%","37.8%","16.8%","33%",172,88,-0.7,9.5,"29.5%",672,"29.5%","32.2%",348,"26.6%",0,0.65,0.25,0.56
"SamD","Hanwha Life Esports","ADC",32,"31%","44%",62,86,96,1.8,"62.0%","24.3%","19.2%","28%",-86,17,3.2,9.1,"32.1%",437,"24.8%","26.9%",285,"27.0%",0,0.51,0.15,0.4
"ShowMaker","Dplus KIA","Middle",41,"59%","68%",115,57,225,6,"67.9%","23.0%","13.9%","24%",5,45,0.4,8.8,"26.6%",499,"23.0%","24.5%",269,"23.6%",3,0.51,0.25,0.3
"SnowFlower","Nongshim RedForce","Support",19,"42%","58%",12,54,157,3.1,"76.8%","5.5%","23.6%","21%",51,29,1.1,1,"2.6%",156,"7.5%","7.0%",97,"8.8%",0,1.55,0.49,0.36
"Sw0rd","BRION","Top",6,"0%","67%",11,19,11,1.2,"52.4%","26.2%","21.6%","0%",-197,-242,-6.8,8.5,"25.3%",522,"29.9%","29.4%",278,"27.1%",0,0.39,0.22,0.24
"Sylvie","Nongshim RedForce","Jungle",4,"0%","50%",7,11,14,1.9,"87.5%","29.2%","16.9%","25%",-69,15,-1.3,5.1,"12.6%",207,"12.7%","14.2%",177,"19.1%",0,0.3,0.41,0.34
"Teddy","Kwangdong Freecs","ADC",42,"31%","45%",122,90,169,3.2,"77.8%","32.6%","18.2%","21%",-138,-120,-12,8.6,"30.4%",477,"27.7%","30.5%",278,"26.7%",1,0.79,0.22,0.54
"UmTi","BRION","Jungle",39,"26%","44%",59,98,178,2.4,"70.5%","17.6%","20.4%","46%",-90,-110,-1.3,5.7,"13.1%",224,"13.5%","13.9%",170,"16.1%",2,0.44,0.41,0.45
"VicLa","KT Rolster","Middle",36,"61%","44%",82,80,236,4,"68.2%","17.6%","21.7%","17%",1,57,-1.7,8.8,"26.4%",555,"26.6%","27.0%",268,"23.2%",0,0.5,0.29,0.23
"Vsta","Hanwha Life Esports","Support",46,"26%","50%",25,127,221,1.9,"71.7%","7.3%","20.2%","28%",-140,-127,-3.2,1.1,"2.9%",155,"9.1%","7.8%",90,"8.7%",1,1.59,0.48,0.27
"Willer","Hanwha Life Esports","Jungle",3,"0%","100%",3,9,6,1,"60.0%","20.0%","20.5%","33%",-150,-67,1,5.1,"14.1%",136,"9.7%","10.0%",146,"16.4%",0,0.5,0.34,0.49
"ZEKA","DRX","Middle",45,"49%","40%",146,90,242,4.3,"72.9%","27.4%","16.1%","18%",54,-27,1.8,9.4,"28.8%",584,"27.6%","28.3%",286,"25.2%",0,0.42,0.19,0.25
"Zeus","T1","Top",44,"70%","45%",129,114,240,3.2,"67.8%","23.7%","24.9%","18%",203,100,4.4,8.1,"23.3%",553,"26.9%","24.4%",283,"23.0%",0,0.34,0.2,0.2
